Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2015,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7478.54,4697.45,1762.3899999999999,340.86,-11.62,2425.57,0.0
2018,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8115.43,5097.2,1941.29,358.67,-14.05,3441.86,0.0
2019,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8636.75,5620.73,2122.66,407.6,-28.839999999999996,2542.0,0.0
2020,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7433.55,5010.97,2032.6399999999999,307.04,-28.659999999999997,2907.05,0.0
2021,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7879.35,5221.5,2038.49,333.73,-23.06,3434.33,0.0
2022,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,10486.75,7051.02,2515.98,362.01,-145.37,4019.2,0.0
2023,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,11792.04,7812.92,2828.58,386.17,-293.61,4736.83,0.0
2024,EPROb.ST,STX,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12796.88,8401.42,3141.51,561.38,-265.43,5857.06,0.0
