Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2007,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2627.37,2484.88,163.56,0.0,-108.6,121.1,0.0
2008,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2448.59,2180.45,151.9,0.0,-111.19,208.17,4.62
2009,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,1680.65,1520.49,139.75,0.0,-82.96,267.41,3.72
2010,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2189.64,1826.09,157.3,0.0,0.0,416.48,4.43
2011,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2664.5,2181.78,185.0,0.0,-28.42,896.17,0.0
2012,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2546.89,2163.07,181.34,0.0,0.0,882.23,0.0
2013,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,1629.86,1321.38,250.72,0.0,-6.49,1025.96,14.04
2014,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2217.73,1800.14,330.51,0.0,-9.64,1200.81,19.07
2015,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2575.27,2087.56,338.65,0.0,-8.51,1290.94,12.24
2016,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2627.71,2106.49,339.76,0.0,-6.48,1273.5,13.18
2017,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2765.6,2225.26,354.42,0.0,-5.8100000000000005,1440.93,14.01
2018,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2933.02,2371.14,162.01,0.0,0.0,1467.69,9.76
2019,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,2878.3,2372.99,188.91,0.0,-13.030000000000001,1388.68,15.0
2020,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,3270.03,2689.71,421.67999999999995,0.0,-30.7,1569.43,14.62
2021,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,3738.23,3026.67,472.04,0.0,-34.07,1617.3,26.31
2022,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,4250.95,3466.13,511.18,0.0,-16.15,1693.34,24.47
2023,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,5729.81,4766.38,694.7,0.0,-18.91,1815.2,35.24
2024,BULTEN.ST,STX,Bulten AB,Automobiles & Auto Parts,Consumer Discretionary,5905.7,4817.52,825.8,0.0,-21.36,2063.39,47.29
