Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,764.92,427.97,0.0,0.0,-0.53,144.09,6.77
2005,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,595.3,335.04,0.0,0.0,-0.43,130.08,6.66
2006,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,658.26,388.86,0.0,0.0,-0.11,137.35,6.48
2007,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,749.54,549.86,165.53,0.0,-0.75,129.58,3.23
2008,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,893.1,649.06,204.01999999999998,0.0,-1.02,139.11,3.21
2009,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,1030.97,761.93,219.69,0.0,-0.33,143.08,3.09
2010,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,1164.94,874.61,227.11,0.0,-0.45,158.78,3.04
2011,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,1927.62,2966.12,397.38,0.0,-10.14,178.08,8.31
2012,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,2091.02,3181.52,439.53999999999996,0.0,-10.36,186.67,8.93
2013,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,2080.16,3194.66,434.08,0.0,-11.06,216.11,12.55
2014,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,2135.94,3214.74,450.59000000000003,0.0,-9.97,246.14,12.01
2015,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,2678.67,4072.26,533.99,0.0,-8.43,319.72,11.79
2016,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,2868.97,4348.56,559.97,0.0,-9.86,310.45,4.93
2017,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,3140.72,4824.78,577.69,0.0,-9.31,381.05,3.56
2018,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,3106.93,4730.14,587.79,0.0,-7.57,456.51,1.76
2019,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,3171.3,4874.8,635.78,0.0,-13.59,491.53,1.56
2020,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,3718.45,5765.72,649.25,0.0,-15.85,628.56,3.19
2021,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,3532.73,5439.04,646.63,0.0,-14.61,692.33,3.17
2022,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,4519.67,7038.96,752.59,0.0,-19.12,865.52,3.66
2023,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,4824.42,7480.74,855.38,0.0,-29.38,1015.43,0.0
2024,PACT.ST,STX,Proact IT Group AB,Software & IT Services,Information Technology,4946.92,7435.74,928.49,0.0,-28.94,1205.37,0.0
