Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2020,TEKNA.OL,OBX,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,154.27,79.24,94.67,0.0,0.0,0.09,0.0,-218.2222222222221,0.0,0.0
2021,TEKNA.OL,OBX,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,183.83,102.12,144.91,0.0,4.5,529.06,1.47,-0.12760824081578798,0.0,0.0
2022,TEKNA.OL,OBX,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,198.33,129.37,198.0,16.23,2.45,390.6,-4.4,-0.2984464008285862,0.0,0.0
2023,TEKNA.OL,OBX,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,319.71,177.17,214.17,15.31,6.07,302.65,-9.16,-0.21257964496234966,0.0,0.0
2024,TEKNA.OL,OBX,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,291.44,165.96,187.47,16.63,19.89,209.74,0.0,-0.3110994564699152,0.0,0.0
