Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2006,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,0.0,0.0,30.63,0.0,1.84,974.0,0.0,-0.03333675564681725,0.0,0.0
2007,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,0.0,249.92,8.64,0.0,0.0,864.28,0.0,-0.2991623085111307,1.0,0.0
2008,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,326.76,781.55,15.57,0.0,44.93,3691.22,0.0,-0.13959883182254104,111.36,0.0
2009,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,255.14,1383.95,91.44,0.0,26.1,3850.52,0.0,-0.32368355442901214,53.47,0.0
2010,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,362.12,2091.35,69.16999999999999,0.0,218.65,3160.17,0.0,-0.6382726245739945,159.05,0.0
2011,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,361.77,1272.6,238.25,34.6,305.97,3676.55,0.0,-0.38635405475241735,78.52,0.0
2012,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,325.09,1931.96,179.67000000000002,20.54,128.25,3736.18,0.0,-0.507001803981607,111.69,0.0
2013,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,933.27,2357.5,109.9,0.0,301.87,3179.35,0.0,-0.5774765282211773,470.59,0.0
2014,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,2597.94,2425.09,310.2,0.0,528.7,4869.22,0.0,-0.13678782227954378,1010.52,0.0
2015,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,9342.34,5630.83,668.6,153.85,879.86,2996.92,0.0,0.7730937095417962,3877.92,0.0
2016,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,10585.96,7416.35,184.66,0.0,689.84,21153.8,0.0,0.10849634581020899,4273.89,0.0
2017,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,21289.71,12198.189999999999,228.18,0.0,856.55,24527.41,0.0,0.32644253918371324,6006.47,0.0
2018,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,30226.13,14180.310000000001,138.69,0.0,977.14,25713.43,0.0,0.5806300442998075,6125.27,0.0
2019,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,29373.85,16168.32,310.82,0.0,884.07,20783.61,0.0,0.577889981576829,7142.93,0.0
2020,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,26991.74,18105.46,465.43,0.0,1866.22,17046.7,0.0,0.384510198454833,10557.26,0.0
2021,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,48473.91,19692.440000000002,251.49,0.0,1298.58,19346.68,0.0,1.407548995486564,10252.5,0.0
2022,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,123899.15,28445.050000000003,505.13,0.0,1106.91,121746.06,0.0,0.7708016177279164,17155.72,0.0
2023,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,143287.45,39390.34,609.87,0.0,1991.04,125292.13,0.0,0.8084801495512929,25395.01,0.0
2024,AKRBP.OL,OBX,Aker BP ASA,Oil & Gas,Energy,131532.98,39114.92,574.79,0.0,1435.37,144243.24,0.0,0.6267739132870285,25761.46,0.0
