Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2011,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,0.0,0.0,0.0,0.0,0.0,271.13,0.0,0.0,0.0,0.0
2012,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,926.73,352.61,452.83000000000004,0.0,48.67,460.73,0.0,0.15761943003494447,0.0,16.91
2013,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,1031.69,404.76,488.79,0.0,33.21,554.52,0.0,0.18922671860347695,0.0,18.17
2014,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,1135.91,439.42,539.49,0.0,23.79,642.68,0.0,0.20727267069147945,0.0,19.85
2015,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,1188.43,492.01,578.48,0.0,16.75,938.41,0.0,0.10783133172067652,0.0,24.45
2016,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,1293.93,515.3,608.1300000000001,0.0,11.79,1002.29,0.0,0.15834738448951902,0.0,28.95
2017,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,1381.68,547.63,655.0300000000001,0.0,11.36,1018.52,0.0,0.16461139692887716,0.0,34.84
2018,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,1466.73,573.23,680.73,0.0,12.31,1090.69,0.0,0.1837919115422347,0.0,37.1
2019,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,2342.18,1019.79,1116.6100000000001,0.0,47.43,1150.16,0.0,0.1376764971830004,0.0,264.97
2020,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,2994.66,1128.69,1400.61,0.0,51.260000000000005,1184.6,0.0,0.34956947492824575,0.0,340.84
2021,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,3097.1,1159.51,1406.4099999999999,0.0,42.6,1262.66,0.0,0.3869450208290435,0.0,336.38
2022,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,3177.99,1331.61,1482.3899999999999,0.0,46.64,1273.38,0.0,0.24921861502458026,0.0,348.3
2023,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,3413.6,1314.28,1623.23,0.0,77.5,1315.28,0.0,0.3030457393102607,0.0,404.14
2024,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,3784.94,1443.22,1791.26,0.0,95.49,1538.33,0.0,0.29575578711979894,0.0,471.66
