Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2017,20202.OL,OBX,2020 Bulkers Ltd,Freight & Logistics Services,Industrials,0.0,0.0,0.0,0.0,0.0,122.28,0.0,0.0,0.0,0.0
2018,20202.OL,OBX,2020 Bulkers Ltd,Freight & Logistics Services,Industrials,0.0,0.0,6.0,0.0,0.26,589.97,0.0,-0.010610709019102665,0.0,0.0
2019,20202.OL,OBX,2020 Bulkers Ltd,Freight & Logistics Services,Industrials,80.06,30.799999999999997,41.35,0.0,10.56,1212.3,0.0,-0.0021859275756825843,10.56,0.0
2020,20202.OL,OBX,2020 Bulkers Ltd,Freight & Logistics Services,Industrials,460.19,228.68,32.94,0.0,94.11,1218.92,0.0,0.0856988153447314,93.17,0.0
2021,20202.OL,OBX,2020 Bulkers Ltd,Freight & Logistics Services,Industrials,947.99,276.76,28.36,0.0,81.65,1335.98,0.0,0.4200811389392057,100.56,0.0
2022,20202.OL,OBX,2020 Bulkers Ltd,Freight & Logistics Services,Industrials,731.13,301.68,42.27,0.0,90.31,1527.27,0.0,0.19437951377294127,112.41,0.0
2023,20202.OL,OBX,2020 Bulkers Ltd,Freight & Logistics Services,Industrials,735.43,336.6,35.87,0.0,118.18,1631.75,0.0,0.15001072468208973,122.4,0.0
2024,20202.OL,OBX,2020 Bulkers Ltd,Freight & Logistics Services,Industrials,770.33,284.71,41.9,0.0,73.06,1725.31,1.14,0.21469489414694898,102.07,0.0
