Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,71.4,0.0,16.39,0.0,0.0,-2.31,0.0
2005,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,136.16,0.0,16.82,0.0,0.0,31.87,0.0
2006,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,115.93,0.0,17.95,2.41,0.0,90.14,0.0
2007,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,197.87,0.0,23.23,6.41,0.0,143.41,0.0
2008,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,374.29,0.0,48.62,4.35,0.0,170.77,0.0
2009,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,262.24,0.0,48.41,3.6,0.0,130.21,0.0
2010,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,210.65,0.0,18.03,1.82,0.0,109.85,0.0
2011,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,167.13,43.0,93.72,2.81,-3.62,127.09,0.0
2012,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,157.9,33.14,88.38,2.58,-2.5300000000000002,107.72,0.0
2013,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,105.48,30.56,38.83,1.88,-0.46,124.7,0.0
2014,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,133.96,42.86,50.0,3.23,-0.27,111.21,0.0
2015,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,181.13,47.43,78.03,0.86,-0.4,149.28,0.0
2016,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,217.66,63.17,83.42,1.67,-0.21,143.01,0.0
2017,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,249.97,64.43,91.99,8.92,-0.21,157.4,0.0
2018,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,294.36,75.2,117.88,10.24,-0.16,179.04,0.0
2019,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,487.07,147.05,209.01999999999998,15.49,-3.17,633.37,0.0
2020,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,654.83,190.1,246.23,18.96,-2.87,730.29,0.0
2021,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,800.52,233.95,313.82,26.16,-2.75,785.19,0.0
2022,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,978.85,274.62,373.06,32.28,-3.42,953.19,0.0
2023,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,1101.68,323.3,435.36,32.55,-9.729999999999999,1117.32,0.0
2024,REG1V.HE,HEX,Revenio Group Oyj,Healthcare Equipment & Supplies,Health Care,1202.83,355.3,500.22,31.08,-9.830000000000002,1267.39,0.0
