Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2004,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,2264.95,985.97,119.27,0.0,-48.72,2162.23,2.68
2005,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,3619.21,1132.27,89.07,0.0,-38.87,3124.57,2.59
2006,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,3841.35,1371.19,101.65,0.0,-36.38,8151.62,1470.61
2007,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,4753.5,1964.84,149.12,0.0,-74.63,8162.69,1132.12
2008,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,5468.66,2034.54,119.46,0.0,-92.18,10164.73,1241.4
2009,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,3153.16,856.4,159.03,0.0,-49.05,6575.45,548.4
2010,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,4824.06,948.77,247.43,0.0,-60.69,5358.48,450.4
2011,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,7046.24,1081.87,375.49,0.0,-30.2,5981.87,414.92
2012,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,8000.04,1181.57,184.91,0.0,-39.54,6577.69,376.62
2013,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,6653.56,820.53,242.16,0.0,-29.98,7322.02,362.76
2014,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,4951.26,419.33,329.16,0.0,-133.05,3224.17,255.54
2015,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,4590.21,1211.85,318.48,0.0,-575.69,-4403.99,213.04
2016,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,7976.39,1413.92,251.89,0.0,-1152.8,-2060.79,-981.16
2017,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,16506.7,1357.24,262.02,0.0,-950.56,-2879.02,0.0
2018,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,21496.81,1240.62,200.26,0.0,-722.07,-3315.53,0.0
2019,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,25942.89,1449.92,274.5,0.0,-821.74,-14034.91,0.0
2020,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,0.0,0.0,154.34,0.0,0.0,-15175.16,0.0
2021,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,0.0,0.0,166.74,0.0,0.0,-12499.35,0.0
2022,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,139.29,0.0,168.57,0.0,-7.07,3684.17,87.02
2023,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,319.41,0.0,207.61,0.0,-54.76,3922.59,30.2
2024,ORRON.ST,STX,Orron Energy AB,Electric Utilities & IPPs,Utilities,298.62,0.0,230.07,0.0,-56.94,3961.93,31.77
