Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
1991,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,1259.82,700.91,563.98,129.84,0.0,1782.41,0.0,0.07000072934958847,0.0,0.0
1992,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,1374.86,752.82,615.85,130.79,0.0,1734.59,0.0,0.07896967006612501,0.0,0.0
2004,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,6241.42,2977.84,2486.22,316.12,30.37,5075.99,0.0,0.20943894688523818,0.0,0.0
2005,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,3798.86,2256.95,1209.66,135.48,15.05,5728.01,0.0,0.07902919163898112,0.0,0.0
2006,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,7299.36,3823.37,3200.89,414.27,64.73,5407.73,0.0,0.11550872547261049,0.0,0.0
2007,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,6433.08,3161.15,3011.65,475.41,81.74,4768.66,0.0,0.13713496034525413,0.0,0.0
2008,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,6214.09,3008.71,3176.66,508.27,0.0,5880.27,0.0,0.09132063663743335,0.0,0.0
2009,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,5544.61,2541.92,3034.3500000000004,490.09,0.0,4944.24,0.0,0.0927200135915731,0.0,0.0
2010,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,5531.25,2376.98,2060.92,2.15,23.65,6797.78,0.0,0.1576764767321096,0.0,0.0
2011,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,5821.21,2373.89,2122.79,38.71,31.39,7157.77,0.0,0.18607052196424306,0.0,0.0
2012,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,6278.29,2634.45,3074.37,549.39,7.03,5455.5,0.0,0.20379983502886997,0.0,0.0
2013,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,7112.51,2850.87,3078.14,570.8,24.09,5958.75,0.0,0.290364589888819,0.0,0.0
2014,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,8229.99,3143.99,3737.14,698.54,41.49,6879.92,0.0,0.2915600762799567,0.0,0.0
2015,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,9301.31,3605.38,4046.76,780.81,68.37,7414.74,0.0,0.3185020648060484,0.0,0.0
2016,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,10794.39,4055.23,4766.4400000000005,844.73,73.62,6871.65,0.0,0.3992971120473248,0.0,0.0
2017,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,12025.0,4487.58,5341.929999999999,890.74,74.02,6327.12,0.0,0.4760791639798203,0.0,0.0
2018,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,13666.7,5196.36,5948.81,1109.36,72.15,6761.61,0.0,0.5263154781183771,0.0,0.0
2019,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,16582.68,6583.49,6934.29,1293.75,162.22,6389.44,0.0,0.6567758676816748,0.0,0.0
2020,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,19351.62,8850.61,7964.25,1653.28,112.23,7290.45,0.0,0.5593358434664525,0.0,0.0
2021,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,21559.56,9693.94,8306.74,1898.33,138.04,8387.27,0.0,0.6341956321902121,0.0,0.0
2022,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,25362.02,12968.06,10253.66,1906.87,260.58,9589.62,0.0,0.39486340438932926,0.0,0.0
2023,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,27750.02,14051.13,11873.39,2367.63,511.51,14385.89,0.0,0.2559188204553213,0.0,0.0
2024,GN.CO,COX,GN Store Nord A/S,"Computers, Phones & Household Electronics",Information Technology,28024.51,13121.74,11516.78,2323.3,606.14,17081.22,0.0,0.2987579341522443,0.0,0.0
