Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2013,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,322.96,48.3,138.3,0.0,200.23,-584.05,0.0,0.10935707559284315,0.0,15.57
2014,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,345.92,52.36,156.72000000000003,0.0,222.98,589.06,0.0,-0.14623298136013313,0.0,16.92
2015,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,391.14,67.28,194.59,0.0,11.89,750.35,0.0,0.156433664289998,0.0,20.21
2016,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,456.77,85.45,208.16,0.0,9.88,712.8,0.0,0.21503928170594838,0.0,22.76
2017,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,524.37,111.62,228.27,0.0,9.78,798.43,0.0,0.2188044036421477,0.0,28.68
2018,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,942.24,176.03,622.3,0.0,18.98,3183.24,0.0,0.039246176851258495,0.0,95.97
2019,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,1436.93,241.19,946.96,0.0,26.05,3057.23,0.0,0.07285353081057035,0.0,201.85
2020,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,1622.61,272.82,1087.77,0.0,24.44,3300.76,0.0,0.07197736278917581,0.0,228.52
2021,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,1661.59,280.39,1070.01,0.0,23.92,3167.57,0.0,0.09069097131239398,0.0,231.17
2022,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,1691.0,279.45,1191.62,0.0,28.9,3091.38,0.0,0.061794408969457024,0.0,300.74
2023,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,1778.41,303.7,1168.76,0.0,78.56,3164.55,0.0,0.07185539808187578,0.0,235.43
2024,ENENTO.HE,Enento Group Oyj,Professional & Commercial Services,Industrials,1747.34,321.92,1173.68,0.0,91.16,3096.86,0.0,0.05185252158638097,0.0,253.96
