Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,176.11,67.23,92.66,0.0,0.15,78.09,1.02,0.20313487548982448,0.0,1.07
2005,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,171.97,73.2,82.05,0.0,0.07,76.59,1.1,0.21431329643454755,0.0,0.69
2006,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,184.81,78.45,90.42,0.0,0.08,83.2,2.25,0.1856056173200702,0.0,0.64
2007,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,227.65,101.11,113.3,0.0,0.2,78.54,3.18,0.1595692608908469,0.0,0.72
2008,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,249.4,113.07,123.6,0.0,0.42,86.68,4.58,0.1348893271970197,0.0,0.78
2009,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,198.39,83.79,116.72,0.0,0.0,0.0,0.0,,0.0,1.64
2010,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,176.7,76.08,90.36,0.0,2.03,72.54,3.04,0.10889124106906577,0.0,0.51
2011,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,185.91,79.73,94.59,0.0,1.17,70.62,3.3,0.14096320346320332,0.0,0.33
2012,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,165.73,70.85,84.67,0.0,0.86,60.09,2.74,0.1488142607034855,0.0,0.0
2013,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,176.37,74.82,88.34,0.0,0.53,65.71,3.15,0.18414173685739194,0.0,0.0
2014,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,202.19,87.36,99.04,0.0,0.82,72.35,2.89,0.19896331738436993,0.0,0.0
2015,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,208.21,90.18,99.51,0.0,0.36,80.73,2.81,0.21738089537945887,0.0,0.0
2016,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,208.01,78.62,107.12,0.0,0.38,79.64,3.41,0.26357615894039715,0.0,0.0
2017,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,228.06,92.26,108.46,0.0,0.96,91.83,4.34,0.27430591660601034,0.0,0.0
2018,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,266.02,116.43,117.94,0.0,0.24,102.01,3.43,0.2978945371775415,0.0,0.0
2019,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,282.8,120.71,123.07,0.0,0.8500000000000001,112.15,2.59,0.3326651560048809,0.0,0.0
2020,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,326.54,140.0,139.57,0.0,1.15,147.14,2.19,0.3068372061876383,0.0,0.0
2021,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,391.58,167.67,165.14,0.0,0.94,159.05,1.4,0.3604238080398878,0.0,0.0
2022,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,411.16,177.18,183.37,0.0,1.63,175.26,1.41,0.27724005207448926,0.0,0.0
2023,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,410.02,121.67,248.32000000000002,0.0,0.71,176.27,4.27,0.21779107123075184,0.0,16.71
2024,NTEKb.ST,Novotek AB,Software & IT Services,Information Technology,496.87,153.08,281.03999999999996,0.0,1.28,235.53,6.13,0.2543656376727634,0.0,21.09
