Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2009,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1419.76,1044.55,371.26,0.0,-58.84,294.03,0.0
2010,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1643.26,1175.9,390.92999999999995,0.0,-29.56,301.42,0.0
2011,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1853.92,1341.32,355.66999999999996,0.0,-73.41,350.21,0.0
2012,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1747.8,1265.07,369.64,0.0,-72.71,749.88,0.0
2013,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1833.02,1295.11,357.4,0.0,-22.56,953.76,0.0
2014,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2019.04,1430.23,430.82000000000005,0.0,-18.37,1099.4,0.0
2015,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2350.11,1702.82,457.96999999999997,0.0,-17.21,1238.08,0.0
2016,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2795.63,1982.57,544.01,0.0,-22.58,1229.97,0.0
2017,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3099.68,2211.7,592.63,0.0,-20.34,1416.92,0.0
2018,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3545.47,2526.59,685.49,0.0,-24.35,1561.38,0.0
2019,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4046.18,2945.3,758.43,0.0,-45.6,1640.91,0.0
2020,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4867.68,3586.28,854.61,0.0,-60.38,2016.35,0.0
2021,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5890.97,4249.36,952.1,0.0,-41.089999999999996,2315.86,0.0
2022,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8010.67,5740.77,1319.75,0.0,-111.16,2857.68,0.0
2023,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8639.0,6156.78,1465.04,0.0,-229.91000000000003,3441.12,0.0
2024,BUFAB.ST,STX,Bufab AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8171.57,5741.97,1587.53,0.0,-212.54999999999998,4008.54,0.0
