Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,235.7,118.4,110.14,0.0,0.0,121.99,0.0,0.05869333551930472,0.0,3.93
2005,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,284.21,153.41,134.54,0.0,0.0,106.23,0.17,-0.03515037593984971,0.0,4.42
2006,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,376.17,208.06,146.04000000000002,0.0,0.0,89.35,0.37,0.24598751671868027,0.0,3.83
2007,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,461.18,260.37,150.42,0.0,0.0,120.04,0.45,0.4182089799983402,0.0,4.04
2008,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,550.9,274.57,226.41,0.0,0.0,421.31,0.0,0.11848757447010512,0.0,23.96
2009,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,406.21,193.89,208.44,0.0,0.0,364.12,0.03,0.010654949883289841,0.0,13.84
2010,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,522.04,224.33,297.03,0.0,0.0,203.21,0.05,0.003345468857620535,0.0,27.02
2011,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,535.22,239.4,272.4,0.0,0.0,210.24,0.14,0.11132236904648765,0.0,24.47
2012,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,592.45,298.42,280.09,0.0,0.0,188.01,0.35,0.0740072202166068,0.0,22.759999999999998
2013,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,716.51,378.47,312.12,0.0,0.0,250.8,0.0,0.10334928229665055,0.0,25.87
2014,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,828.51,408.29,371.21000000000004,0.0,0.0,246.52,0.0,0.19880739899399616,0.0,11.97
2015,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1146.15,630.35,439.90999999999997,0.0,0.0,297.3,-0.05,0.2553069806560138,0.0,14.7
2016,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1119.57,572.73,451.63,0.0,0.0,320.98,0.0,0.29662284254470656,0.0,15.87
2017,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,951.39,472.0,445.44,0.0,0.0,281.01,0.0,0.12081420590014587,0.0,18.41
2018,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1067.47,534.66,484.10000000000014,0.0,0.0,265.14,0.0,0.18371426416232906,0.0,18.53
2019,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,988.25,530.56,420.72,0.0,0.56,263.9,0.0,0.13796892762410015,0.0,47.849999999999994
2020,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,941.71,552.6,347.28000000000003,0.0,3.1,366.06,0.0,0.10580232748729712,0.0,26.82
2021,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,981.34,560.1,393.74,0.0,1.89,498.19,0.0,0.0514060900459664,0.0,26.119999999999997
2022,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1372.39,850.96,484.0899999999999,0.0,4.199999999999999,507.21,0.0,0.06533782851284506,0.0,38.19
2023,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1342.4,805.27,576.5799999999999,0.0,11.22,474.85,-1.91,-0.10713832621474144,0.0,38.16
2024,STRO.OL,OBX,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1309.07,779.11,569.44,0.0,17.299999999999997,465.2,-3.53,-0.12298828167305678,0.0,41.52
