Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB
2010,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,0.0,646.53,0.0
2011,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-13.85,1432.3,216.93
2012,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-0.95,2629.08,264.53
2013,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-54.13,5344.86,295.87
2014,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-1.9,5955.53,0.0
2015,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-3.86,8768.01,0.0
2016,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-0.98,8442.16,0.0
2017,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-0.49,7989.14,0.0
2018,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-1.08,7965.57,0.0
2019,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-1.24,6730.43,0.0
2020,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-276.2,6470.2,0.0
2021,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-157.08,8349.26,0.0
2022,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,0.0,0.0,-33.63,8136.97,0.0
2023,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,336.59,0.0,-80.19,9066.86,0.0
2024,MEREN.ST,STX,Meren Energy Inc,Oil & Gas,Energy,0.0,0.0,348.1,0.0,-52.64,6237.5,0.0
