Year,Ticker,Exchange,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,118.16,82.77,35.93,0.0,0.0,18.57,0.0,-0.029079159935379597,0.0,0.0
2005,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,131.06,95.3,42.91,0.0,0.0,109.82,0.0,-0.06510653797122556,0.0,0.0
2006,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,317.74,159.15,122.19,0.0,0.0,143.52,0.0,0.2536231884057971,0.0,0.0
2007,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,461.79,248.79,149.25,5.6,0.0099999999999997,293.63,0.0,0.2361475326090659,0.0,0.0
2008,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,555.26,269.39,220.58,0.0,0.0,343.06,0.0,0.19031656270040223,0.0,0.0
2009,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,562.01,266.97,238.88,26.58,0.0,372.72,0.0,0.22198969735994833,0.0,0.0
2010,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1085.15,530.5,442.45,0.0,0.0,649.76,0.0,0.17267914306820997,0.0,0.0
2011,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2007.65,926.44,1064.44,0.0,9.06,666.4,0.0,0.011569627851140428,0.0,33.51
2012,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2179.0,1030.03,1110.9599999999998,0.0,4.92,687.21,0.0,0.048151220151045844,0.0,22.85
2013,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2433.78,1197.54,1190.32,0.0,3.23,724.27,0.0,0.05894210722520649,0.0,24.02
2014,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,638.77,314.52,326.15000000000003,0.0,3.09,685.55,0.0,-0.007278827219021274,0.0,7.87
2015,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,698.26,349.37,354.21999999999997,0.0,2.82,340.91,0.0,-0.023906602915725512,0.0,8.32
2016,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,704.24,358.46,361.06,0.0,1.13,307.65,0.0,-0.05333983422720615,0.0,10.26
2017,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,688.68,341.97,353.3,0.0,0.87,296.77,0.0,-0.025137311722883342,0.0,11.44
2018,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,443.56,140.18,292.73,0.0,0.0,232.06,0.0,0.04589330345600266,0.0,9.06
2019,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,449.47,148.06,299.6,0.0,1.34,228.71,0.0,0.0020550041537318094,0.0,21.62
2020,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,512.76,213.72,298.63000000000005,0.0,3.95,273.65,0.0,-0.012936232413667419,0.0,22.29
2021,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,536.03,201.93,349.98,0.0,1.38,260.22,0.0,-0.06632849127661229,0.0,22.17
2022,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,507.84,140.74,371.82,0.0,5.55,258.9,0.0,-0.03966782541521834,0.0,20.46
2023,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,726.8,323.8,392.6,0.0,7.9,280.4,0.0,0.008915834522110986,0.0,21.8
2024,GOD.OL,OBX,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,714.8,247.0,450.70000000000005,0.0,10.1,262.8,0.0,0.026636225266361908,0.0,25.1
