Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,6569.23,2538.13,2968.5,0.0,78.0,2773.94,0.0,0.35494639393786437,0.0,0.0
2005,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,5893.26,2575.66,3124.12,0.0,78.6,2144.97,0.0,0.05355785861806948,0.0,0.0
2006,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,6412.25,2944.64,2619.2,0.0,96.59,2438.38,0.0,0.30832766016781643,0.0,0.0
2007,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,6724.23,3236.44,2646.18,0.0,117.01,2437.21,0.0,0.2973071668013834,0.0,0.0
2008,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,6664.61,3360.53,2596.74,0.0,154.81,2345.78,0.0,0.23554212244967546,0.0,0.0
2009,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,6386.49,3185.01,2539.78,0.0,98.76,3232.4,0.0,0.17415542630862496,0.0,0.0
2010,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,7413.85,3561.64,2628.61,0.0,68.86,4023.32,0.0,0.2870117216627065,0.0,0.0
2011,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,8069.51,3869.36,2841.56,0.0,57.87,4184.09,0.87,0.31080822755773047,0.0,0.0
2012,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,8961.17,4652.04,3370.6400000000003,0.0,97.11,8038.98,37.67,0.104174379229012,0.0,0.0
2013,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,17769.69,9238.18,6285.139999999999,0.0,0.0,9288.84,57.49,0.24034781566668403,0.0,0.0
2014,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,19155.18,9635.92,6673.5,0.0,240.66000000000005,10174.5,85.31,0.25391308416042796,0.0,0.0
2015,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,20856.48,10131.85,7254.929999999999,0.0,188.35,12823.54,-1.05,0.25590583420224927,0.0,0.0
2016,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,21266.22,10268.31,7902.790000000001,0.0,150.23999999999998,12348.05,-0.95,0.2385078277490262,0.0,0.0
2017,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,21637.69,10232.51,7794.219999999999,0.0,114.27,13819.92,0.0,0.2530181071959895,0.0,0.0
2018,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,22186.81,11758.3,8491.89,0.0,77.73,14008.47,0.0,0.13269757510991584,0.0,0.0
2019,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,22748.12,11992.43,8106.31,0.0,153.55,18248.8,0.0,0.13676680110473008,0.0,0.0
2020,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,24444.84,12933.74,9087.5,0.0,129.97,20146.81,0.0,0.11384581479648641,0.0,0.0
2021,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,26263.84,13201.07,9750.47,0.0,106.23,19525.52,0.0,0.16419895603292517,0.0,0.0
2022,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,40466.66,19268.93,14525.81,0.0,176.73,27535.77,0.0,0.23588190924023567,0.0,0.0
2023,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,41029.28,21359.63,15589.02,0.0,384.17,27127.27,0.0,0.1362636195975488,0.0,0.0
2024,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,44191.59,22582.43,16738.760000000002,0.0,438.32,29793.18,49.35,0.14851555816480688,0.0,0.0
