Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,308.66,41.23,565.42,346.98,0.0,2945.29,3481.08,463.18
2006,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1424.38,728.17,1605.4,614.3,0.0,11026.65,13414.54,624.18
2007,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1277.73,661.76,1921.29,1134.5500000000002,0.0,11077.37,13488.46,1103.57
2008,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1394.95,530.82,2121.22,1118.92,0.0,12728.25,15104.83,867.76
2009,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1136.4,430.64,1972.84,908.42,0.0,14882.86,16777.35,1287.61
2010,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1037.48,458.72,1590.13,507.03,0.0,13270.35,14931.97,1334.52
2011,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1105.25,583.51,2165.87,1123.41,0.0,12246.85,13922.51,1596.18
2012,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1047.63,481.49,1792.63,761.0,0.0,11207.88,12784.73,1218.34
2013,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1249.69,600.44,2189.62,881.98,0.0,12472.92,14358.68,1314.92
2014,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1268.01,590.34,2836.19,1353.76,11.75,13268.77,15235.94,1259.41
2015,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1480.84,786.97,1992.31,785.35,43.84,12589.65,14772.19,1716.62
2016,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1490.8,715.27,2215.46,962.6700000000001,0.09,11848.61,13974.37,1368.89
2017,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1786.76,875.34,3117.58,1573.78,0.33,12881.77,15344.59,1270.57
2018,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1663.01,814.16,2105.27,778.56,1.15,12562.22,14870.47,1505.35
2019,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1186.87,382.57,2179.14,737.56,0.0,13256.19,15085.27,1718.68
2020,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,934.69,291.59,2182.68,1015.84,0.1,14284.12,15884.0,-75.57
2021,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,2036.43,1277.02,3583.21,2281.36,0.47,13248.72,15877.36,603.39
2022,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,2051.73,1205.01,3105.92,1509.99,0.37,15079.38,17735.63,1456.51
2023,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1375.22,468.89,2508.88,960.72,0.11,15409.23,17395.21,2320.8
2024,TALLINK.HE,Tallink Grupp AS,Hotels & Entertainment Services,Consumer Discretionary,1267.55,220.1,2704.16,1009.62,0.08,15414.71,17226.13,1782.61
