Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1998,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,34.02,20.75,9.19,0.0,0.04,1.17,45.59,2.56
1999,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,58.28,20.57,36.97,1.47,0.43,2.84,105.86,5.8
2000,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,81.46,24.88,50.39,1.11,0.75,0.0,154.4,-16.95
2001,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,12.67,11.53,17.79,0.0,0.0,0.87,17.95,-24.96
2002,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,6.64,3.7,2.3,0.0,0.0,0.0,12.93,-5.64
2003,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,24.03,17.63,8.55,2.68,0.0,0.0,62.04,-22.82
2019,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,115.96,18.43,61.32,20.05,1.84,4.86,165.22,-5.9
2020,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,174.27,39.69,95.76,0.0,1.6,25.0,228.89,14.58
2021,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,270.04,82.73,92.3,0.0,0.52,39.66,339.28,11.69
2022,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,371.68,55.45,113.56,4.14,8.5,54.790000000000006,434.71,0.87
2023,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,424.59,94.47,135.59,5.66,24.03,86.45,496.72,125.07
2024,SMOP.OL,Smartoptics Group ASA,Communications & Networking,Communication Services,475.38,90.61,167.04,5.68,12.71,111.89,555.85,68.62
