Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,209.91,30.26,358.98,144.74,0.0,0.0,817.48,43.87
2005,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,218.67,49.05,339.46,96.16,17.35,399.97,808.82,175.27
2006,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,272.81,71.29,324.8,79.9,1.77,544.63,1025.48,196.78
2007,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,244.39,26.81,394.2,153.32,7.87,562.3,1042.47,116.92
2008,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,354.75,16.18,219.19,6.78,0.52,483.0,1204.37,83.64
2009,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,310.37,173.13,154.29,3.46,2.9,432.22,895.09,88.05
2010,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,323.48,103.89,185.73,4.39,0.0,399.78,796.63,157.07
2011,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,447.18,74.72,180.87,5.31,10.51,378.49,904.24,161.43
2012,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,376.53,46.46,160.06,5.51,0.0,355.07,850.71,91.5
2013,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,367.81,64.84,213.64,6.37,5.37,418.9,1030.76,84.21
2014,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,440.69,52.81,211.0,7.16,1.82,445.91,1078.79,93.62
2015,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,505.04,118.86,208.39,8.36,4.63,420.26,1093.82,41.5
2016,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,465.85,69.08,190.38,8.8,0.0,380.14,936.23,-17.84
2017,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,504.93,53.31,199.88,8.86,0.0,425.82,1038.03,28.85
2018,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,570.41,93.81,206.19,5.97,9.29,427.78,1095.18,134.9
2019,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,762.67,111.61,204.11,6.19,8.83,428.64,1275.25,171.84
2020,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,1151.86,216.12,245.41,6.62,12.67,430.42,1674.21,311.52
2021,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,1306.09,174.64,166.96,6.46,0.0,389.94,1778.17,213.34
2022,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,1187.84,263.43,148.64,6.77,14.53,404.6,1708.22,259.63
2023,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,1408.88,240.69,396.15,7.35,39.31,483.33,2420.26,193.12
2024,NORTHM.CO,North Media A/S,Media & Publishing,Communication Services,1611.54,61.39,364.06,7.73,20.83,539.71,2429.47,24.15
