Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,143.43,100.91,43.1,3.37,6.73,2.0,150.07,29.49
2005,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,152.71,85.89,72.97,15.94,5.66,4.61,202.08,32.35
2006,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,169.68,65.61,195.32,113.13,16.14,4.9,355.17,35.78
2007,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,175.44,56.74,166.05,81.56,7.81,4.47,333.39,37.11
2008,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,220.51,58.59,177.85,83.16,5.36,7.77,401.51,32.08
2009,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,208.75,61.02,148.06,46.59,0.0,7.43,358.51,50.47
2010,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,271.68,76.74,175.63,35.55,2.48,8.45,419.07,54.68
2011,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,297.8,73.25,179.53,15.67,11.93,13.49,449.15,42.57
2012,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,294.91,81.25,163.72,163.72,0.0,13.95,443.87,51.32
2013,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,318.01,102.57,153.5,10.8,18.08,12.93,489.01,42.92
2014,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,403.01,109.55,236.96,52.84,27.5,13.35,653.58,41.16
2015,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,556.87,146.04,325.5,325.5,0.0,15.94,848.74,55.32
2016,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,566.66,128.43,277.63,47.2,2.91,20.87,894.89,46.63
2017,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,676.89,200.01,340.67,68.89,4.97,29.66,1226.36,95.09
2018,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,923.97,256.02,527.26,95.39,7.9,37.87,1491.12,148.11
2019,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,954.07,296.67,623.39,165.09,2.73,39.82,1752.32,202.6
2020,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,1184.06,617.3,855.87,358.61,0.0,39.54,2046.72,247.79
2021,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,1310.25,579.15,941.2,206.88,11.89,40.78,2427.74,312.73
2022,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,1426.0,543.17,975.52,200.0,5.02,46.22,2596.5,189.09
2023,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,1500.03,535.92,1071.25,305.74,14.27,38.26,2976.42,164.87
2024,BTSb.ST,BTS Group AB,Professional & Business Education,Industrials,1745.43,723.09,1109.75,282.72,0.11,34.11,3457.84,392.51
