Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2003,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,9597.72,3259.4,8058.26,1763.58,0.0,1533.59,17604.78,2164.91
2004,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8605.27,2101.48,7395.95,1091.52,0.0,1538.83,17009.54,1955.45
2005,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7517.26,906.22,8347.64,0.0,468.68,1711.85,17450.59,598.3
2006,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,13824.16,900.61,10252.15,0.0,802.74,1790.53,18263.89,2138.07
2007,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,10124.11,1228.15,9439.07,633.5,729.44,1587.31,18710.84,1970.68
2008,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,14352.51,1434.86,12068.19,620.35,1087.31,2079.48,25792.58,3523.98
2009,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,13555.42,1699.4,10220.48,734.0,1017.65,1659.59,23653.98,6121.26
2010,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,21217.97,1499.16,17483.7,249.99,1159.61,1595.73,32303.18,5466.04
2011,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,22971.03,1810.39,18541.77,0.0,492.83,1791.82,36721.47,4698.67
2012,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,23463.22,1832.02,21005.11,33.03,594.53,1920.83,37680.46,7041.01
2013,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,28391.22,2827.45,26827.0,77.54,710.41,2247.95,44552.96,7983.51
2014,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,37878.38,3037.97,34703.92,24.41,719.5,2866.23,57487.35,9395.32
2015,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,49384.45,5305.93,42374.52,10.559999999999999,729.6,3315.85,72053.96,12940.24
2016,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,49602.82,5350.0,40302.07,9.99,749.11,3344.2,72198.67,10945.18
2017,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,49964.04,4888.11,37454.82,149.65,837.82,3711.61,73463.39,8991.54
2018,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,52668.21,6301.28,39873.44,22.79,726.23,3937.31,76625.96,9311.49
2019,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,57099.06,6518.41,44609.38,132.85,1210.39,7303.69,84759.99,12500.07
2020,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,64176.06,4797.04,51526.07,1690.8600000000001,1190.09,7438.09,92106.62,16623.13
2021,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,69303.48,4909.63,56587.9,34.04,1310.5,7375.46,97315.61,16104.23
2022,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,66146.3,5194.95,56654.89,90.16,1352.47,7515.12,95306.19,5364.84
2023,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,64470.57,4748.05,56931.85,33.56,1540.18,8720.98,97654.34,12866.41
2024,KNEBV.HE,Kone Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,70167.52,6777.76,62081.27,36.480000000000004,1699.15,10572.61,109247.92,14516.37
