Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,122.25,25.55,94.32,0.01,0.0,0.4,122.64,0.0
2006,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,199.59,40.41,166.98,0.0,0.0,1.08,200.67,21.51
2007,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,329.92,68.96,289.49,0.0,0.0,0.79,331.7,38.31
2008,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,455.45,97.61,381.97,0.0,0.0,0.79,460.66,18.13
2009,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,353.69,84.37,293.53,0.0,0.0,0.73,359.84,11.64
2010,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,491.75,85.93,417.14,0.0,0.0,0.5,496.99,9.74
2011,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,646.47,100.18,553.03,0.0,4.83,1.23,652.48,31.73
2012,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,929.73,132.34,816.58,0.0,7.37,1.36,935.31,56.36
2013,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,1120.23,199.44,1006.43,0.0,0.38,1.25,1125.38,89.24
2014,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,1385.72,182.6,1269.47,0.0,0.0,0.98,1390.63,18.71
2015,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,1877.92,100.03,1692.44,0.0,0.51,1.49,1881.66,-84.57
2016,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,2191.73,106.4,2032.28,0.0,3.26,3.4,2208.6,95.15
2017,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,2774.8,48.66,2658.08,200.3,5.34,5.62,2809.87,-125.29
2018,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,3197.51,134.61,3084.71,341.55,5.2,5.11,3236.57,29.47
2019,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,3509.94,221.84,3439.67,515.71,0.0,4.78,3613.93,20.39
2020,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,3397.35,249.68,3269.16,224.52,0.0,3.96,3511.23,387.43
2021,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,3533.15,150.52,3423.42,205.73,0.0,2.73,3628.36,68.45
2022,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,4396.46,312.51,4255.71,398.84,9.2,8.92,4518.22,104.85
2023,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,4028.77,132.34,3855.49,215.39,10.77,7.21,4165.13,163.25
2024,EWRK.ST,Ework Group AB,Software & IT Services,Information Technology,3700.77,131.03,3482.8,200.14,7.29,3.41,3812.26,179.12
