Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,18.8,8.78,9.56,0.8899999999999999,0.87,2.37,38.42,6.43
2005,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,23.52,5.95,20.71,6.2,0.0,3.36,55.49,8.64
2006,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,21.11,0.02,22.97,7.08,0.0,3.77,74.48,8.71
2007,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,34.01,11.83,30.59,15.21,2.02,3.85,107.74,13.28
2008,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,25.71,0.0,28.27,24.29,1.0,4.31,110.35,13.62
2009,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,75.97,21.48,65.79,30.5,0.0,4.83,179.07,29.86
2010,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,90.04,27.87,92.44,27.23,2.44,6.45,254.49,29.69
2011,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,99.27,33.45,105.45,33.62,3.59,11.52,284.39,42.08
2012,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,127.64,46.05,140.28,25.23,0.0,11.56,367.35,51.64
2013,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,102.3,20.09,127.95,28.09,0.0,18.2,365.65,38.68
2014,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,205.09,68.16,260.47,56.830000000000005,10.1,27.59,740.83,118.8
2015,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,230.8,63.07,304.24,35.42,21.26,30.77,912.62,133.66
2016,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,234.88,76.7,252.21,41.84,10.6,32.5,1040.01,155.59
2017,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,271.36,57.96,341.77,31.2,8.97,37.98,1262.79,181.69
2018,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,483.72,229.58,335.37,44.349999999999994,12.61,38.83,1635.2,184.6
2019,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,267.2,15.62,359.99,51.3,10.0,122.51,1772.5,263.58
2020,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,427.48,140.65,553.88,70.53,30.81,108.79,2304.32,446.58
2021,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,424.72,116.77,605.03,20.54,35.65,159.53,3655.28,489.1
2022,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,987.26,579.62,904.03,35.57,58.08,146.83,5949.57,535.28
2023,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,742.92,173.01,1036.97,13.420000000000002,41.31,60.01,7882.31,715.01
2024,VITb.ST,Vitec Software Group AB (publ),Software & IT Services,Information Technology,931.3,250.39,1480.13,218.2,56.81,71.03,10367.16,965.18
