Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1994,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,3700.18,182.42,2243.46,0.0,0.0,11037.58,9585.32,0.0
1995,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,4698.33,122.81,2577.5,0.0,0.0,10266.32,10207.06,0.0
1996,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,3827.3,111.73,2562.49,0.0,0.0,10396.58,9380.64,1122.67
1997,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,3386.25,168.21,2712.9,0.0,0.0,10227.84,8686.01,1386.46
1998,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,4169.37,212.53,3337.27,0.0,0.0,10987.12,9853.53,1514.31
1999,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,3738.35,117.61,3909.33,0.0,0.0,12804.8,10375.12,1455.88
2000,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,4376.92,158.62,4437.23,0.0,0.0,16035.5,12711.08,1833.37
2001,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,3300.08,163.29,3929.35,0.0,0.0,33577.5,12012.67,1061.67
2002,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,3796.81,122.9,3163.4,0.0,0.0,26776.18,10761.38,1254.47
2003,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,4291.86,152.77,3794.94,0.0,0.0,28882.14,11878.38,811.54
2004,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,4559.66,243.84,4556.36,376.47,1.65,12271.12,12359.26,1086.08
2005,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,5677.67,213.18,4878.44,390.44,160.49,9962.86,13081.55,1538.6
2006,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,4479.2,211.38,5337.86,431.8,24.67,14855.54,13653.91,771.41
2007,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,6846.4,170.47,5761.76,398.81,65.02,19590.14,16995.88,2419.28
2008,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,6397.66,177.66,9646.98,0.0,14.56,12349.72,20352.14,989.91
2009,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,6980.91,203.2,6941.93,619.55,0.0,24698.17,20378.75,-1051.63
2010,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,6438.21,323.2,5470.18,640.9399999999999,2.34,10954.38,18782.71,609.03
2011,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,5682.61,382.97,6987.01,1653.3300000000002,0.0,22718.04,18235.4,396.62
2012,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,5128.34,491.77,6332.8,1156.02,0.0,20002.5,16377.35,1156.94
2013,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,6331.95,1024.75,7864.49,1606.75,0.0,21555.66,17656.76,1121.31
2014,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,7218.46,844.23,8436.9,673.4,0.0,16230.24,17039.22,201.39
2015,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,10409.31,2692.81,9369.63,566.4,0.0,15582.76,19682.93,1529.54
2016,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,10902.49,630.16,8365.5,711.88,0.0,21183.9,22960.87,2041.54
2017,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,13962.37,1478.74,11618.24,1236.55,0.0,48398.66,38404.87,3566.01
2018,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,13853.9,1792.3,12928.53,995.72,109.98,48975.62,39071.91,4683.59
2019,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,12292.87,1494.79,12029.14,428.07,29.52,50590.5,38160.84,5401.9
2020,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,10075.99,4874.57,6240.66,539.52,0.0,53009.5,38201.41,-11382.7
2021,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,14601.75,7351.43,11811.55,4422.07,0.0,45754.48,40517.47,-464.39
2022,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,18922.01,8238.54,14142.23,2517.27,0.0,44457.48,43331.48,2407.36
2023,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,13677.07,1622.95,14015.97,1345.56,0.0,47153.9,41362.28,4597.18
2024,FIA1S.HE,Finnair Oyj,Passenger Transportation Services,Industrials,14148.58,2578.14,16429.02,1475.58,0.0,50362.56,43784.83,7119.33
