Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,411.25,93.32,404.78,31.05,0.0,53.49,866.48,134.75
2015,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,393.51,39.07,434.79,9.24,0.0,51.4,870.65,87.24
2016,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,439.08,84.48,432.49,7.21,0.0,46.54,890.56,98.97
2017,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,458.69,95.03,545.33,17.4,0.0,44.58,992.49,82.73
2018,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,563.77,31.73,678.05,40.46,0.0,38.72,1100.16,-64.44
2019,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,594.84,98.72,664.97,17.79,0.0,62.37,1147.27,36.25
2020,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,776.83,254.12,808.23,106.71,0.0,53.87,1347.18,191.84
2021,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,603.33,180.93,683.97,122.96999999999998,0.0,85.81,1191.78,47.67
2022,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,686.69,218.92,742.01,77.86,0.0,80.83,1292.65,175.73
2023,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,697.64,235.37,731.8,48.28,0.0,98.79,1356.9,141.89
2024,CONSTI.HE,Consti Oyj,Construction & Engineering,Industrials,700.59,166.9,727.02,47.6,0.0,92.36,1378.68,53.52
