Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,1387.37,143.38,119.51,0.0,43.11,42.57,1575.99,76.19
2005,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,1709.58,79.5,128.98,0.0,26.28,37.66,1890.77,10.01
2006,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,2041.62,146.35,377.91,35.98,129.78,37.28,2674.83,199.95
2007,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,2738.23,131.66,249.39,43.12,26.54,79.0,3981.35,-9.39
2008,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,2782.87,212.02,932.42,189.19,54.23,377.99,4583.97,206.01
2009,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,2726.39,311.65,588.77,57.91,35.3,385.93,4369.34,54.47
2010,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,3500.46,318.0,827.41,100.48,61.13,1043.2,5326.89,197.5
2011,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,3338.24,613.22,778.76,60.27,52.54,812.56,5414.36,162.84
2012,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,4132.63,742.52,1195.02,154.45,91.17,1045.43,6518.95,299.4
2013,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,4375.19,857.68,1388.04,122.74,97.82,1004.47,6896.51,451.6
2014,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,4237.63,480.96,2077.31,669.46,115.69,1055.69,6896.44,369.97
2015,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,4931.49,807.52,2605.57,928.09,112.69,1262.07,7855.25,684.18
2016,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,5592.28,455.73,2628.46,223.56,58.74,993.5,7773.62,292.6
2017,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,6279.16,2162.35,1868.26,240.36,106.38,1033.71,8538.81,402.01
2018,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,3723.14,871.39,1741.2,295.78999999999996,84.4,1006.36,5891.78,250.48
2019,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,3755.27,1171.78,1735.92,282.20000000000005,111.25,1234.03,6145.32,473.05
2020,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,4575.0,1688.0,2408.0,323.0,52.0,985.0,6987.0,135.03
2021,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,4405.71,2708.41,2012.22,236.44,187.0,938.68,6837.9,857.29
2022,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,4563.13,2339.66,2879.75,281.71000000000004,436.75,1086.11,7840.46,423.45
2023,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,4812.79,1928.65,2750.74,403.47,369.67,1428.54,9059.93,-398.39
2024,AFK.OL,Arendals Fossekompani ASA,Electric Utilities & IPPs,Utilities,3719.66,1799.67,1828.75,276.53,209.35,1248.92,8852.33,743.49
