Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,106.15,68.41,26.78,0.0,0.0,0.0,131.55,-47.08
2005,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,120.25,78.9,34.7,0.0,0.0,0.81,161.82,-29.46
2006,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,117.4,70.73,52.3,0.0,0.0,1.36,176.86,26.51
2007,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,150.46,107.84,58.26,0.0,0.0,7.0,219.47,85.18
2008,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,226.14,46.01,68.12,0.0,0.0,3.41,318.16,44.03
2009,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,221.48,60.68,52.5,0.0,0.0,2.06,330.35,25.14
2010,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,322.38,204.64,73.94,0.0,0.0,1.48,460.54,65.3
2011,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,319.29,170.25,64.02,0.0,2.34,3.54,493.63,25.79
2012,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,285.33,159.1,51.47,0.0,2.14,4.23,485.49,51.35
2013,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,308.66,192.01,58.33,0.0,0.0,4.1,526.82,60.01
2014,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,400.38,282.1,80.0,0.0,0.02,3.22,597.64,121.86
2015,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,365.59,202.63,121.03,0.0,0.14,3.92,701.61,58.55
2016,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,372.05,203.83,115.5,0.0,0.29,2.96,690.42,107.06
2017,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,344.3,177.86,131.7,0.0,0.32,4.64,697.89,69.01
2018,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,262.77,90.65,134.82,0.0,0.13,32.77,634.24,21.28
2019,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,292.23,49.02,150.57,0.0,0.24,27.69,643.69,56.62
2020,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,505.8,295.7,121.16,0.0,0.68,26.09,900.49,16.24
2021,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,540.8,345.74,142.05,0.0,0.05,18.8,807.31,103.94
2022,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,517.44,290.24,148.78,0.0,0.08,15.15,795.55,141.41
2023,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,520.4,268.21,153.5,0.0,6.22,12.77,844.07,106.81
2024,NETIB.ST,Net Insight AB,Communications & Networking,Communication Services,503.43,239.49,175.51,0.0,3.56,12.26,858.23,130.42
