Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,NICA.ST,Nanologica AB (publ),Chemicals,Materials,10.98,8.75,7.86,0.31,0.0,1.21,18.78,0.0
2015,NICA.ST,Nanologica AB (publ),Chemicals,Materials,23.05,19.83,6.16,0.43,0.0,1.58,34.29,-13.33
2016,NICA.ST,Nanologica AB (publ),Chemicals,Materials,21.22,15.94,5.26,0.79,0.0,1.75,30.22,-22.77
2017,NICA.ST,Nanologica AB (publ),Chemicals,Materials,17.85,7.04,20.75,17.14,0.0,1.54,25.93,-22.46
2018,NICA.ST,Nanologica AB (publ),Chemicals,Materials,27.2,21.35,8.43,3.05,0.0,0.97,44.66,-10.96
2019,NICA.ST,Nanologica AB (publ),Chemicals,Materials,7.91,1.1,14.54,2.55,0.0,0.9,48.19,-9.09
2020,NICA.ST,Nanologica AB (publ),Chemicals,Materials,105.64,69.3,18.52,2.84,0.0,2.11,152.81,-44.36
2021,NICA.ST,Nanologica AB (publ),Chemicals,Materials,55.34,10.7,14.13,2.3,0.0,2.19,95.79,-46.6
2022,NICA.ST,Nanologica AB (publ),Chemicals,Materials,109.8,66.19,12.72,1.25,0.0,2.99,145.44,-42.96
2023,NICA.ST,Nanologica AB (publ),Chemicals,Materials,38.79,10.12,11.94,0.0,0.0,3.77,77.95,-35.68
2024,NICA.ST,Nanologica AB (publ),Chemicals,Materials,116.65,49.79,70.64,49.13,0.0,3.28,147.12,-82.11
