Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,68.93,3.19,38.04,10.08,0.0,0.19,125.46,12.88
2005,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,66.14,8.47,50.98,12.37,0.0,1.05,120.24,17.84
2006,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,76.39,27.42,45.53,1.66,0.0,2.23,198.46,54.56
2007,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,131.32,40.19,56.57,0.0,3.93,3.1,230.72,38.59
2008,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,312.13,88.92,141.65,51.92,5.28,8.83,657.4,6.4
2009,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,430.42,13.2,175.38,53.13,14.11,17.85,659.72,43.59
2010,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,408.46,104.72,95.3,18.06,0.0,31.72,619.02,99.62
2011,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,259.45,24.44,127.28,31.25,2.78,273.95,625.96,4.88
2012,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,224.63,10.73,115.99,0.0,0.0,367.69,675.51,-3.84
2013,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,239.67,13.81,85.19,11.86,0.0,406.41,734.08,19.19
2014,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,265.55,8.38,338.42,227.65,0.04,414.33,768.74,-7.08
2015,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,285.02,11.36,357.35,237.31,0.0,351.0,715.35,-19.99
2016,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,172.35,164.59,9.34,0.0,0.71,129.75,302.8,-81.6
2017,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,32.02,22.38,7.49,0.0,0.26,144.75,177.55,0.55
2018,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,28.53,20.13,6.48,0.0,0.02,144.05,173.35,2.12
2019,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,31.21,23.19,8.32,0.0,1.25,170.38,202.36,6.58
2020,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,28.46,24.99,7.0,0.0,0.0,178.38,207.61,5.92
2021,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,58.2,21.82,7.93,1.31,0.03,184.9,243.47,-0.38
2022,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,60.88,10.07,5.95,1.46,0.31,222.78,284.17,-4.9
2023,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,97.26,18.15,35.23,5.03,0.36,294.66,392.28,8.83
2024,CEMAT.CO,Cemat A/S,Real Estate Operations,Real Estate,195.51,16.2,128.92,26.86,0.51,344.26,540.26,-10.29
