Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,40.79,9.08,31.82,5.58,0.0,7.37,52.35,-6.64
2005,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,111.95,36.87,117.77,40.24,1.82,9.51,251.11,-8.14
2006,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,141.04,23.46,136.18,41.61,0.06,8.88,294.51,-12.04
2007,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,213.07,82.19,110.13,6.9,0.2,11.08,414.84,22.62
2008,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,246.73,103.1,132.01,20.72,1.21,24.74,502.24,28.31
2009,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,260.51,118.27,120.38,9.18,0.16,24.73,520.89,23.37
2010,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,611.33,176.5,549.99,98.97,0.14,47.33,1326.32,73.14
2011,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,679.81,32.97,562.58,26.65,1.55,50.57,1392.97,-89.5
2012,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,750.86,82.86,631.39,25.8,3.96,44.79,1443.32,117.09
2013,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,772.6,33.37,681.77,77.22,3.57,61.84,1536.84,-8.73
2014,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,769.18,22.56,852.75,178.6,2.05,70.97,1570.81,59.94
2015,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,288.71,8.2,270.79,34.5,-2.38,45.51,663.74,4.49
2016,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,329.34,46.39,257.25,1.83,0.19,45.26,584.38,-2.59
2017,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,295.68,67.79,232.76,30.37,0.23,44.46,548.05,-0.43
2018,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,221.47,60.15,199.42,30.27,0.25,36.38,451.68,-4.23
2019,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,166.25,65.39,188.19,34.92,0.03,50.39,444.8,17.63
2020,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,218.78,108.12,185.57,35.28,0.26,48.09,505.02,11.19
2021,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,218.03,88.72,209.14,44.35,0.0,47.28,517.11,1.96
2022,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,192.16,84.36,192.24,44.42,0.0,17.32,547.17,30.52
2023,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,254.7,104.4,243.7,0.0,0.0,16.7,580.3,80.9
2024,GOD.OL,Goodtech ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,268.4,110.8,235.9,17.5,0.0,13.9,528.2,-11.0
