Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,308.46,28.71,141.4,13.93,11.29,26.61,447.81,57.99
2005,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,287.63,52.09,166.35,25.63,8.79,41.49,437.49,44.35
2006,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,376.71,55.84,238.85,59.79,7.2,41.1,561.23,21.52
2007,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,397.16,61.07,221.19,56.61,4.6,54.66,617.55,96.04
2008,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,466.43,89.98,256.1,88.36,1.1,55.66,733.34,79.66
2009,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,498.33,103.82,364.37,82.18,0.0,75.48,912.97,85.8
2010,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,537.53,118.4,381.27,121.72,9.66,65.21,905.25,43.31
2011,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,648.37,119.18,458.8,162.49,12.34,66.15,1030.61,16.08
2012,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,529.83,101.88,418.74,154.14,15.23,74.33,882.37,114.33
2013,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,615.64,126.98,449.98,195.6,10.06,87.54,1036.67,77.78
2014,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,754.11,159.74,529.62,212.1,7.17,87.02,1197.35,77.11
2015,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,1015.29,121.7,487.4,16.34,10.2,111.82,1578.8,44.01
2016,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,941.75,86.22,425.02,18.23,13.41,102.83,1471.99,81.41
2017,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,992.4,209.01,497.4,41.74,7.08,94.88,1510.98,179.64
2018,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,1048.84,220.35,567.6,35.21,9.57,85.22,1575.28,144.11
2019,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,850.74,81.18,478.05,29.55,12.63,167.66,1472.49,39.94
2020,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,814.47,211.87,447.76,49.76,9.22,94.83,1393.49,140.16
2021,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,771.17,141.16,563.48,196.23,8.69,112.97,1353.79,137.2
2022,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,982.37,140.54,473.81,44.36,6.06,143.98,1597.23,-79.13
2023,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,825.48,69.66,451.72,64.9,2.1,139.68,1478.95,123.05
2024,TLT1V.HE,Teleste Oyj,Communications & Networking,Communication Services,793.4,103.64,483.2,96.49,1.64,135.51,1425.78,144.44
