Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,3.12,0.62,2.0,0.0,0.36,0.0,3.26,0.39
2005,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,2.48,2.48,0.0,0.0,0.0,0.0,9.62,2.03
2006,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,23.77,16.43,2.64,0.0,0.52,0.0,24.47,0.15
2007,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,28.18,15.62,8.51,6.62,0.37,0.0,29.06,1.66
2008,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,35.21,22.32,7.2,4.67,0.0,0.0,35.83,3.77
2009,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,34.01,22.76,4.87,4.87,0.0,0.0,37.52,7.27
2010,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,27.75,20.3,4.31,4.31,0.0,0.0,37.97,7.25
2011,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,32.45,23.68,4.49,4.44,0.0,0.0,46.58,9.81
2012,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,32.22,23.4,4.78,4.58,0.2,0.0,48.47,8.69
2013,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,39.73,27.5,6.26,6.26,0.0,0.0,62.22,9.49
2014,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,55.63,33.34,12.22,11.99,0.23,0.0,82.94,13.93
2015,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,77.2,51.4,19.36,14.2,1.88,0.0,109.18,28.16
2016,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,87.02,45.61,15.58,11.79,0.29,0.0,121.02,1.62
2017,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,94.12,45.34,14.1,14.09,0.0,0.0,135.73,14.56
2018,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,78.88,33.89,15.85,14.37,0.0,15.22,138.81,24.05
2019,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,90.2,41.06,24.28,0.0,0.0,19.26,159.47,36.15
2020,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,134.92,71.51,45.87,0.0,0.0,21.89,218.38,62.96
2021,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,138.57,97.19,45.78,0.0,2.01,76.46,290.64,68.65
2022,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,73.27,3.14,71.49,8.33,7.21,303.32,455.07,84.57
2023,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,95.88,13.86,76.7,2.86,20.68,317.48,511.48,132.16
2024,CBRAIN.CO,Cbrain A/S,Software & IT Services,Information Technology,141.52,35.12,68.02,3.13,13.93,364.96,619.2,105.84
