Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,171.08,50.01,6.71,2.16,1.15,15.58,213.34,27.89
2005,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,199.57,54.13,9.56,18.97,4.72,35.3,331.46,67.38
2006,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,273.19,83.69,13.36,19.12,9.66,35.32,421.97,41.1
2007,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,303.43,60.5,12.64,9.94,13.86,35.82,494.38,41.8
2008,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,436.74,65.87,32.47,37.55,10.64,63.72,886.56,70.53
2009,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,357.0,103.11,13.34,34.08,7.28,58.23,752.86,142.76
2010,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,489.4,91.16,54.67,43.96,10.2,38.8,1164.68,95.8
2011,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,590.62,154.68,48.23,163.53,22.11,67.1,1283.13,48.79
2012,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,554.11,109.97,404.62,153.27,17.05,63.37,1218.98,85.75
2013,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,571.08,139.41,486.19,201.53,22.68,74.61,1372.98,187.64
2014,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,576.74,150.33,468.85,189.25,14.08,80.17,1434.37,125.52
2015,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,568.63,122.07,413.5,150.87,6.06,87.38,1520.66,80.94
2016,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,503.74,101.69,469.22,224.05,2.62,78.44,1356.94,9.2
2017,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,524.92,89.34,317.08,47.35,5.05,85.0,1420.14,46.35
2018,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,567.45,92.21,359.19,72.85,6.92,88.64,1478.73,102.24
2019,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,653.3,114.3,503.69,175.67,6.43,93.49,1914.96,170.54
2020,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,621.44,126.05,458.68,124.21,8.2,100.36,1967.19,198.85
2021,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,812.26,142.81,690.1,290.92,25.67,83.06,2084.06,84.79
2022,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1012.85,150.47,691.2,227.4,22.63,75.67,2289.9,190.92
2023,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1095.96,143.45,634.4,168.8,11.54,86.38,2589.81,333.04
2024,EPEND.ST,Ependion AB,Integrated Hardware & Software,Information Technology,1054.11,183.06,611.0,130.26,25.17,108.1,2834.18,467.32
