PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,0.10484263606697272,0.10251960434662213,0.11223839878538028,0.10601981104791776,0.003236770081192608,0.0052610073161558635,0.0010668725273832447,0.0033400263813163633,2.9828259944461255,2.8237472615784966,3.324225524835761,2.9727374040475714,-0.0023230317203505346,0.007395762718407636,0.0011771749809450682,0.963153810823536,0.8789221254135193,0.9811562394178943,-0.04622723192425118,0.15243998515225904,0.023635149872282553
LongShort,FF3,0.11784452654730027,0.11510857199296493,0.1258385473230337,0.11904191861365396,0.000798973289598992,0.0018719162010514268,0.0001662825998232087,0.0007689369074626029,3.409470791015518,3.155278306757049,3.8440677314699374,3.4205722661821247,-0.002735954554339587,0.007994020775728763,0.0011973920663492458,0.9563377268678139,0.8661190444200924,0.9804227033820432,-0.05478700118395413,0.168707324347254,0.02455556109958043
LongShort,FF3+MOM,0.0784994303124745,0.06601594886442105,0.082326674409022,0.07929217264469512,0.05149284970795276,0.12380331604959927,0.03510294595751162,0.05123654350004658,1.9601105028836998,1.5460805042671477,2.1228565659284833,1.962290754610205,-0.012483481448054293,0.0038272440965461257,0.0007927423322201844,0.8291012515438165,0.9448820871682542,0.9887639127421102,-0.21600792342819414,0.0691823011967549,0.014092384759189332
LongShort,FF5,0.09385954132502217,0.09275187970743064,0.09969334503260599,0.09497830917915137,0.002408369790099396,0.0046164746090966435,0.0004337528676592317,0.0023237136082139287,3.077492661797557,2.867967022101387,3.5840400369306282,3.0887014939978363,-0.0011076616176164964,0.005833803707556,0.001118767854102927,0.9800573815138496,0.887238295465888,0.9793225668111216,-0.0250140595913242,0.14189844750150787,0.02593594246812231
LongShort,FF5+MOM,0.07002367561540643,0.05914234617969165,0.07219873612682098,0.0707215438890643,0.02879026546003738,0.08133290516329228,0.017580585901065815,0.028316447151634616,2.203839434878408,1.7527259481434514,2.3961723853357104,2.210506710347904,-0.010881329435716222,0.002175060511413078,0.0006978682736564247,0.8131434354400024,0.9601506061953966,0.9875680302547083,-0.23654424210881225,0.049999003848016345,0.01559250198381696
Q5,CAPM,0.04685428100750488,0.042448109825920594,0.044820873390891705,0.04692804637747777,0.07030384330341022,0.08328204571800235,0.06840291365894324,0.07126517757269868,1.8203536079233689,1.741263062786637,1.8329310000469692,1.8140997989553167,-0.00440617118158422,-0.002033407616613192,7.376536997294458e-05,0.9007383007942218,0.9542064741553229,0.9983828391044862,-0.12481344585736925,-0.057463744605044276,0.0020281672780710653
Q5,FF3,0.03989582216072993,0.03608774758672933,0.038199705623446406,0.04000600483340228,0.005144136192552828,0.015613738730679616,0.004801818770183042,0.005490323811335074,2.8316178274265953,2.4403871601714986,2.854540128209489,2.8098085704798668,-0.003808074574024864,-0.001696116537307682,0.00011018267264831239,0.8500439957237367,0.9296509282154624,0.9955596776220588,-0.18919465347561346,-0.08834417149007331,0.0055689091541641245
Q5,FF3+MOM,0.05669705976254451,0.04899561055256631,0.05353864262060061,0.056611049167942795,0.00012832713613097901,0.0025944459939803988,0.00027931661211244574,0.00017373712750123893,3.9127330200613484,3.0538497826488493,3.7051228413887283,3.8328654230476706,-0.007701449209978631,-0.003158417141944113,-8.601059460139338e-05,0.7183774653798314,0.8760195167709677,0.9966454478627187,-0.36090511663773195,-0.1561257429758108,-0.004207177217236301
Q5,FF5,0.035109650578806065,0.03053141692118275,0.03353749950151577,0.03499109261585205,0.007248717838512553,0.021745300530382483,0.005652168626514076,0.008503230140246343,2.7156327834234557,2.314593645835744,2.8004006908756964,2.660184360290687,-0.004578233657668421,-0.0015721510773355901,-0.0001185579629977701,0.8045666493637342,0.9290413989018669,0.9948868737771255,-0.2476208272521308,-0.08911230600324517,-0.006412776234097218
Q5,FF5+MOM,0.05329329413626582,0.04527786069265352,0.0504457458990403,0.05304602120828229,8.100849793346576e-05,0.0015366903242390872,0.00013880899504914446,0.00012649885015059148,4.032750298297847,3.216346790104576,3.893068906395488,3.9174189190005255,-0.008015433443612593,-0.0028475482372256333,-0.0002472729279838076,0.679405037019289,0.8782756010004327,0.989626819857973,-0.4136076591189141,-0.153263258604955,-0.01301015355842054
