PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Q5,CAPM,Method1_ObservedQuality,0.04685428100750488,0.0039045234172920733,1.8203536079233689,0.07030384330341022,0.7155181076362473,189
Q5,FF3,Method1_ObservedQuality,0.03989582216072993,0.003324651846727494,2.8316178274265953,0.005144136192552828,0.8635793366856785,189
Q5,FF3+MOM,Method1_ObservedQuality,0.05669705976254451,0.004724754980212042,3.9127330200613484,0.00012832713613097901,0.8667062394392017,189
Q5,FF5,Method1_ObservedQuality,0.035109650578806065,0.002925804214900505,2.7156327834234557,0.007248717838512553,0.8660630269681324,189
Q5,FF5+MOM,Method1_ObservedQuality,0.05329329413626582,0.004441107844688819,4.032750298297847,8.100849793346576e-05,0.8698897992253436,189
Q5,CAPM,Method2_LatentQuality,0.042448109825920594,0.0035373424854933827,1.741263062786637,0.08328204571800235,0.7385962835311515,189
Q5,FF3,Method2_LatentQuality,0.03608774758672933,0.0030073122988941107,2.4403871601714986,0.015613738730679616,0.859059149947297,189
Q5,FF3+MOM,Method2_LatentQuality,0.04899561055256631,0.0040829675460471926,3.0538497826488493,0.0025944459939803988,0.8609464293009775,189
Q5,FF5,Method2_LatentQuality,0.03053141692118275,0.002544284743431896,2.314593645835744,0.021745300530382483,0.8628415699042361,189
Q5,FF5+MOM,Method2_LatentQuality,0.04527786069265352,0.0037731550577211267,3.216346790104576,0.0015366903242390872,0.8654151700049889,189
Q5,CAPM,Method3_ConservativeQuality,0.047197355837996446,0.003933112986499704,1.8036483254938835,0.07289600481578629,0.7154931811348424,189
Q5,FF3,Method3_ConservativeQuality,0.040363836649127474,0.003363653054093956,2.7807038547873737,0.005985331949957207,0.8629294951529325,189
Q5,FF3+MOM,Method3_ConservativeQuality,0.05549304077810707,0.004624420064842256,3.6718183625212797,0.0003154953518043069,0.8654233284923583,189
Q5,FF5,Method3_ConservativeQuality,0.035397437378308874,0.002949786448192406,2.6803621580170414,0.008025669799833768,0.8656755724579638,189
Q5,FF5+MOM,Method3_ConservativeQuality,0.052048309007453344,0.004337359083954446,3.804878890747462,0.00019360392829836925,0.8688316537185684,189
Q5,CAPM,Method4_ProbabilisticQuality,0.04692804637747777,0.003910670531456481,1.8140997989553167,0.07126517757269868,0.7130617038294382,189
Q5,FF3,Method4_ProbabilisticQuality,0.04000600483340228,0.0033338337361168567,2.8098085704798668,0.005490323811335074,0.863085063422472,189
Q5,FF3+MOM,Method4_ProbabilisticQuality,0.056611049167942795,0.0047175874306619,3.8328654230476706,0.00017373712750123893,0.8661426671103405,189
Q5,FF5,Method4_ProbabilisticQuality,0.03499109261585205,0.0029159243846543378,2.660184360290687,0.008503230140246343,0.8657852133179398,189
Q5,FF5+MOM,Method4_ProbabilisticQuality,0.05304602120828229,0.004420501767356858,3.9174189190005255,0.00012649885015059148,0.8695620798228294,189
