PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
LongShort,CAPM,Method1_ObservedQuality,0.10484263606697272,0.008736886338914394,2.9828259944461255,0.003236770081192608,2.8278953703608778e-05,189
LongShort,FF3,Method1_ObservedQuality,0.11784452654730027,0.009820377212275022,3.409470791015518,0.000798973289598992,0.2494909585672478,189
LongShort,FF3+MOM,Method1_ObservedQuality,0.0784994303124745,0.006541619192706209,1.9601105028836998,0.05149284970795276,0.27043725413356756,189
LongShort,FF5,Method1_ObservedQuality,0.09385954132502217,0.007821628443751847,3.077492661797557,0.002408369790099396,0.4902794072963037,189
LongShort,FF5+MOM,Method1_ObservedQuality,0.07002367561540643,0.005835306301283869,2.203839434878408,0.02879026546003738,0.4983114652521877,189
LongShort,CAPM,Method2_LatentQuality,0.10251960434662213,0.00854330036221851,2.8237472615784966,0.0052610073161558635,1.0040162899960237e-06,189
LongShort,FF3,Method2_LatentQuality,0.11510857199296493,0.009592380999413744,3.155278306757049,0.0018719162010514268,0.2466422955361981,189
LongShort,FF3+MOM,Method2_LatentQuality,0.06601594886442105,0.005501329072035088,1.5460805042671477,0.12380331604959927,0.27861008839996215,189
LongShort,FF5,Method2_LatentQuality,0.09275187970743064,0.007729323308952553,2.867967022101387,0.0046164746090966435,0.4807030160387694,189
LongShort,FF5+MOM,Method2_LatentQuality,0.05914234617969165,0.004928528848307637,1.7527259481434514,0.08133290516329228,0.4963576932111792,189
LongShort,CAPM,Method3_ConservativeQuality,0.11223839878538028,0.00935319989878169,3.324225524835761,0.0010668725273832447,0.0002018001101138367,189
LongShort,FF3,Method3_ConservativeQuality,0.1258385473230337,0.010486545610252808,3.8440677314699374,0.0001662825998232087,0.27273641939587445,189
LongShort,FF3+MOM,Method3_ConservativeQuality,0.082326674409022,0.006860556200751834,2.1228565659284833,0.03510294595751162,0.2965131696597739,189
LongShort,FF5,Method3_ConservativeQuality,0.09969334503260599,0.008307778752717166,3.5840400369306282,0.0004337528676592317,0.5067052484313612,189
LongShort,FF5+MOM,Method3_ConservativeQuality,0.07219873612682098,0.006016561343901748,2.3961723853357104,0.017580585901065815,0.5166243195574693,189
LongShort,CAPM,Method4_ProbabilisticQuality,0.10601981104791776,0.008834984253993147,2.9727374040475714,0.0033400263813163633,6.386219933873782e-06,189
LongShort,FF3,Method4_ProbabilisticQuality,0.11904191861365396,0.009920159884471163,3.4205722661821247,0.0007689369074626029,0.24585063569268728,189
LongShort,FF3+MOM,Method4_ProbabilisticQuality,0.07929217264469512,0.006607681053724593,1.962290754610205,0.05123654350004658,0.2669601681449607,189
LongShort,FF5,Method4_ProbabilisticQuality,0.09497830917915137,0.007914859098262615,3.0887014939978363,0.0023237136082139287,0.48261603786357266,189
LongShort,FF5+MOM,Method4_ProbabilisticQuality,0.0707215438890643,0.005893461990755359,2.210506710347904,0.028316447151634616,0.4908292802767279,189
