PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.010543546504091908,0.0008786288753409923,0.21434211409950504,0.8303970933372442
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.006168496783526883,0.0005140413986272403,0.12784041622784814,0.8983439750783555
LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0010266290327536458,8.555241939613715e-05,0.020616379540729146,0.9835626685549628
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.010394653027288482,0.0008662210856073735,0.21367281016493112,0.830919908887509
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.006877223248241977,0.0005731019373534981,0.1451815092550106,0.884646618403157
LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0010572686789726733,8.810572324772278e-05,0.021679107208518393,0.9827156161195612
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.008004138682603735,0.0006670115568836446,0.14282558135917647,0.886506101122198
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.004198529196336603,0.0003498774330280502,0.07566152141986604,0.9397295041351164
LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0003438207334846982,2.8651727790391518e-05,0.00611630210517973,0.9951232416270508
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.011877118122829546,0.0009897598435691288,0.280177263849052,0.7794997971744768
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.006087202016877267,0.0005072668347397722,0.14658535638684628,0.8835400186759967
LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0009287208160029797,7.739340133358164e-05,0.021529727534072552,0.9828348222761618
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.009753047717329506,0.0008127539764441255,0.22308061333415105,0.8235978992804327
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0036639733334997773,0.00030533111112498144,0.0833715309191142,0.9336019542060741
LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00021346033458976427,1.778836121581369e-05,0.004773392934001606,0.9961940128751252
