Exchange,Method,Portfolio,Date,n_firms,raw_weight_sum,ucits_weight_sum,max_raw_weight,max_ucits_weight,cash_weight,large_position_weight,n_large_positions,n_names_single_cap_binding,aggregate_cap_relaxed
Copenhagen,Method1_Raw,Q1,2010-01-31,12,0.9999999999999999,1.0,0.9132395341787027,0.1,0.0,0.9349081681497343,10,1,True
Copenhagen,Method1_Raw,Q5,2010-01-31,11,1.0,1.0,0.6353867510977445,0.1,0.0,0.9561398668155798,10,2,True
Copenhagen,Method2_PostMean,Q1,2010-01-31,12,0.9999999999999998,1.0,0.914318236900451,0.1,0.0,0.9349081681497343,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-01-31,11,0.9999999999999998,1.0,0.5998985820938807,0.1,0.0,0.9561398668155798,10,2,True
Copenhagen,Method3_ProbQ5,Q1,2010-01-31,12,1.0000000000000002,1.0,0.6342691257023435,0.1,0.0,0.9587836950062718,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-01-31,11,0.9999999999999998,1.0,0.5998985820938807,0.1,0.0,0.9561398668155798,10,2,True
Copenhagen,Method1_Raw,Q1,2010-02-28,12,0.9999999999999998,1.0,0.907385886827964,0.1,0.0,0.939004106675555,10,1,True
Copenhagen,Method1_Raw,Q5,2010-02-28,11,1.0000000000000002,1.0,0.6389417616775085,0.1,0.0,0.9520113049328793,10,2,True
Copenhagen,Method2_PostMean,Q1,2010-02-28,12,0.9999999999999998,1.0,0.9084232463659865,0.1,0.0,0.9390041066755551,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-02-28,11,1.0,1.0,0.6097408780258464,0.1,0.0,0.9520113049328793,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-02-28,12,1.0,1.0,0.6311462575134613,0.1,0.0,0.9627091365572025,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-02-28,11,1.0,1.0,0.6097408780258464,0.1,0.0,0.9520113049328793,10,1,True
Copenhagen,Method1_Raw,Q1,2010-03-31,12,1.0,0.9999999999999999,0.9137136335704491,0.1,0.0,0.9372410429073267,10,1,True
Copenhagen,Method1_Raw,Q5,2010-03-31,11,1.0000000000000002,1.0,0.6569989085818367,0.1,0.0,0.9510817202305261,10,2,True
Copenhagen,Method2_PostMean,Q1,2010-03-31,12,1.0000000000000002,1.0,0.9144201952968536,0.1,0.0,0.9372410429073267,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-03-31,11,1.0,1.0,0.6270265421638195,0.1,0.0,0.9510817202305261,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-03-31,12,0.9999999999999997,1.0,0.6564303821625778,0.1,0.0,0.9663189679716563,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-03-31,11,1.0,1.0,0.6270265421638195,0.1,0.0,0.9510817202305261,10,1,True
Copenhagen,Method1_Raw,Q1,2010-04-30,12,1.0,1.0,0.9083173667357861,0.1,0.0,0.9423266873274785,10,1,True
Copenhagen,Method1_Raw,Q5,2010-04-30,11,1.0,1.0,0.6713082601396659,0.1,0.0,0.9523564400242315,10,2,True
Copenhagen,Method2_PostMean,Q1,2010-04-30,12,1.0,1.0,0.9090300141706927,0.1,0.0,0.9423266873274785,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-04-30,11,1.0000000000000002,1.0,0.6376619151482571,0.1,0.0,0.9523564400242315,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-04-30,12,1.0,1.0,0.6534447833237292,0.1,0.0,0.9652645031166576,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-04-30,11,1.0000000000000002,1.0,0.6376619151482571,0.1,0.0,0.9523564400242315,10,1,True
Copenhagen,Method1_Raw,Q1,2010-05-31,12,0.9999999999999999,1.0,0.9027271558159232,0.1,0.0,0.9429436176403613,10,1,True
Copenhagen,Method1_Raw,Q5,2010-05-31,11,1.0,1.0,0.679360961055593,0.1,0.0,0.9539005559803859,10,2,True
Copenhagen,Method2_PostMean,Q1,2010-05-31,12,1.0,1.0,0.9049766252844226,0.1,0.0,0.9429436176403613,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-05-31,11,1.0,1.0,0.6425574505731759,0.1,0.0,0.9539005559803859,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-05-31,12,1.0,1.0,0.6488527812705924,0.1,0.0,0.9645574211802665,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-05-31,11,1.0,1.0,0.6425574505731759,0.1,0.0,0.9539005559803859,10,1,True
Copenhagen,Method1_Raw,Q1,2010-06-30,12,1.0000000000000002,1.0,0.9140956482229969,0.1,0.0,0.9440122917748546,10,1,True
Copenhagen,Method1_Raw,Q5,2010-06-30,11,1.0,1.0,0.685970286361914,0.1,0.0,0.9531227482013884,10,2,True
Copenhagen,Method2_PostMean,Q1,2010-06-30,12,1.0,1.0,0.916283231607004,0.1,0.0,0.9440122917748546,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-06-30,11,1.0,1.0,0.6522392099869674,0.1,0.0,0.9531227482013884,10,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-06-30,12,1.0,1.0,0.6745474740252195,0.1,0.0,0.9619040484119779,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-06-30,11,1.0,1.0,0.6522392099869674,0.1,0.0,0.9531227482013884,10,1,True
Copenhagen,Method1_Raw,Q1,2010-07-31,12,1.0,1.0,0.9166285291034056,0.1,0.0,0.9459587289236233,10,1,True
Copenhagen,Method1_Raw,Q5,2010-07-31,11,1.0,1.0,0.6982674312780098,0.1,0.0,1.0,11,1,True
Copenhagen,Method2_PostMean,Q1,2010-07-31,12,1.0,1.0,0.918873556325577,0.1,0.0,0.9459587289236233,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-07-31,11,1.0,1.0,0.6632579820846992,0.1,0.0,1.0,11,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-07-31,12,1.0,1.0,0.682905268028255,0.1,0.0,0.9569912307786608,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-07-31,11,1.0,1.0,0.6632579820846992,0.1,0.0,1.0,11,1,True
Copenhagen,Method1_Raw,Q1,2010-08-31,12,0.9999999999999998,1.0,0.9225564923818236,0.1,0.0,0.9460286722035105,10,1,True
Copenhagen,Method1_Raw,Q5,2010-08-31,11,1.0,1.0,0.6772052995518061,0.1,0.0,1.0,11,2,True
Copenhagen,Method2_PostMean,Q1,2010-08-31,12,0.9999999999999998,1.0,0.924551379006601,0.1,0.0,0.9460286722035105,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-08-31,11,0.9999999999999999,1.0,0.6429887084955206,0.1,0.0,1.0,11,2,True
Copenhagen,Method3_ProbQ5,Q1,2010-08-31,12,0.9999999999999999,1.0,0.6941933856958065,0.1,0.0,0.9586288543978934,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-08-31,11,0.9999999999999999,1.0,0.6429887084955206,0.1,0.0,1.0,11,2,True
Copenhagen,Method1_Raw,Q1,2010-09-30,12,1.0,1.0,0.9341922118402968,0.1,0.0,0.937488132866213,10,1,True
Copenhagen,Method1_Raw,Q5,2010-09-30,11,1.0,1.0,0.6918521283051441,0.1,0.0,1.0,11,2,True
Copenhagen,Method2_PostMean,Q1,2010-09-30,12,1.0,1.0,0.9360594236362278,0.1,0.0,0.937488132866213,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-09-30,11,1.0000000000000002,1.0,0.6623845689314978,0.1,0.0,1.0,11,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-09-30,12,1.0,1.0,0.7311044017844813,0.1,0.0,0.9575749489132583,10,1,True
Copenhagen,Method3_ProbQ5,Q5,2010-09-30,11,1.0000000000000002,1.0,0.6623845689314978,0.1,0.0,1.0,11,1,True
Copenhagen,Method1_Raw,Q1,2010-10-31,12,1.0,1.0,0.9321794976176323,0.1,0.0,0.9432707964496215,10,1,True
Copenhagen,Method1_Raw,Q5,2010-10-31,11,1.0,1.0,0.696293417160735,0.1,0.0,1.0000000000000002,11,1,True
Copenhagen,Method2_PostMean,Q1,2010-10-31,12,1.0,1.0,0.9333945828376494,0.1,0.0,0.9432707964496215,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-10-31,11,1.0,1.0,0.6642983893641078,0.1,0.0,1.0,11,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-10-31,12,1.0,1.0,0.7166358856157296,0.1,0.0,0.9657899343603334,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-10-31,11,1.0,1.0,0.6642983893641078,0.1,0.0,1.0,11,1,True
Copenhagen,Method1_Raw,Q1,2010-11-30,12,1.0,1.0,0.9312777160245591,0.1,0.0,0.9439282397734439,10,1,True
Copenhagen,Method1_Raw,Q5,2010-11-30,11,1.0,1.0,0.701687942510629,0.1,0.0,1.0,11,1,True
Copenhagen,Method2_PostMean,Q1,2010-11-30,12,1.0,1.0,0.9334384712514755,0.1,0.0,0.943928239773444,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-11-30,11,1.0,1.0,0.671374094823623,0.1,0.0,1.0,11,1,True
Copenhagen,Method3_ProbQ5,Q1,2010-11-30,12,0.9999999999999999,1.0,0.7205508774770595,0.1,0.0,0.952730825826849,10,2,True
Copenhagen,Method3_ProbQ5,Q5,2010-11-30,11,1.0,1.0,0.671374094823623,0.1,0.0,1.0,11,1,True
Copenhagen,Method1_Raw,Q1,2010-12-31,12,0.9999999999999999,0.9999999999999999,0.9273846860662527,0.1,0.0,0.9434574356319719,10,1,True
Copenhagen,Method1_Raw,Q5,2010-12-31,11,0.9999999999999999,1.0,0.6923125221697884,0.1,0.0,0.9999999999999999,11,2,True
Copenhagen,Method2_PostMean,Q1,2010-12-31,12,0.9999999999999999,1.0,0.9300444546892475,0.1,0.0,0.9434574356319719,10,1,True
Copenhagen,Method2_PostMean,Q5,2010-12-31,11,1.0,1.0,0.6562501161256087,0.1,0.0,1.0000000000000002,11,1,True
