Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Copenhagen,LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.04308477461581159,-0.0035903978846509657,-0.4309424673109065,0.6667545474015824
Copenhagen,LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.06058152016596723,-0.005048460013830603,-0.7043876256294943,0.48162285824899964
Copenhagen,LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.0429439104289861,-0.0035786592024155085,-0.46930934300936794,0.6391205570715024
Copenhagen,LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.05630283521575996,-0.004691902934646663,-0.701383819550471,0.4834973836001981
Copenhagen,LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.026744980559232072,-0.002228748379936006,-0.31091736521834934,0.7560366558957119
Copenhagen,LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.05164635630922868,-0.004303863025769057,-0.6960784927991426,0.48681201068424684
Copenhagen,LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.04357557820487549,-0.003631298183739624,-0.5052191488919967,0.6137041059918609
Copenhagen,LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.052850445753902214,-0.0044042038128251845,-0.698667066417172,0.48519666746303236
Copenhagen,LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.029138129685332928,-0.002428177473777744,-0.3583690948484981,0.720271493572989
Copenhagen,LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.051784429066850005,-0.004315369088904167,-0.7365690643887594,0.4618512043568901
Helsinki,LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.002097599431041837,-0.00017479995258681976,-0.04202912122037674,0.9664975575056209
Helsinki,LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,0.005779048921055302,0.0004815874100879418,0.12207887788624674,0.9029010825686652
Helsinki,LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.002837941942602012,-0.000236495161883501,-0.06296119820002422,0.9498308585953319
Helsinki,LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,0.006067223210044526,0.0005056019341703772,0.13113082410389632,0.8957419503282988
Helsinki,LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.010099321975029172,-0.0008416101645857643,-0.23295211096685264,0.8159260280884308
Helsinki,LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,0.012278075211052196,0.0010231729342543496,0.301103887337,0.7635026062063424
Helsinki,LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.0025967432987392346,-0.00021639527489493622,-0.05734344633295929,0.9543024004105598
Helsinki,LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,0.0036306162544942006,0.0003025513545411834,0.07780219304191215,0.9380272319988843
Helsinki,LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.011701236106761829,-0.000975103008896819,-0.27875611449533283,0.7805877257543203
Helsinki,LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,0.005993554589441525,0.0004994628824534605,0.1528951398891835,0.8785643140785708
Oslo,LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.01417903668748538,-0.0011815863906237817,-0.1543698455603815,0.8774000816929703
Oslo,LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.07198096140205802,-0.005998413450171502,-0.8693753969620006,0.3851906201717723
Oslo,LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.013999497263233907,-0.0011666247719361589,-0.16371604451364097,0.8700426498323224
Oslo,LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.07053660565597063,-0.005878050471330886,-0.9198717106115283,0.3582295640397244
Oslo,LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.009951453362797628,-0.0008292877802331356,-0.12187616562433817,0.9030625492722282
Oslo,LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.07726111872675952,-0.006438426560563293,-1.0206498312229493,0.3080801228784209
Oslo,LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.016376362146953365,-0.001364696845579447,-0.18885225417005028,0.850311603095077
Oslo,LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.06656241145504087,-0.005546867621253406,-0.8618838928366487,0.38930664824931327
Oslo,LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.01262392462608225,-0.0010519937188401874,-0.14006501148203213,0.8886848390956197
Oslo,LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.08045733855853945,-0.006704778213211622,-0.9996587416953227,0.31812899497660174
Stockholm,LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.0056162283457345755,-0.00046801902881121466,-0.09845302803776199,0.9216244806438703
Stockholm,LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.06036997314688156,-0.005030831095573464,-1.2459697271496208,0.21354312724992663
Stockholm,LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.007433010499834263,-0.0006194175416528552,-0.15297632247401363,0.8784990078416515
Stockholm,LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.0631817354591489,-0.005265144621595742,-1.4513934961297614,0.14750413122581452
Stockholm,LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,0.012062198117869679,0.00100518317648914,0.22701709931472205,0.8205344823541527
Stockholm,LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.045811606984944964,-0.0038176339154120803,-0.9481911112961802,0.3436444300046073
Stockholm,LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.004862655506750852,-0.00040522129222923765,-0.11574250103857742,0.9079190745218071
Stockholm,LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.053988823709381975,-0.004499068642448498,-1.3645100949349773,0.17323191938450933
Stockholm,LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,0.014959639869086223,0.0012466366557571853,0.30599778200830174,0.7597784334612923
Stockholm,LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.04512498849827548,-0.0037604157081896237,-0.9910664343415109,0.3223008130051186
