Exchange,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Copenhagen,Q5,CAPM,Method1_Raw,0.1026713779579451,0.008555948163162092,2.7897345188025353,0.005812696186343391,0.3323949340091039,192
Copenhagen,Q5,FF3,Method1_Raw,0.09823891842542883,0.008186576535452402,3.1003789339261516,0.002229995828415099,0.3551614768197693,192
Copenhagen,Q5,FF3+MOM,Method1_Raw,0.0629927820286313,0.005249398502385942,2.442928971601477,0.015497545729340034,0.3754662141549644,192
Copenhagen,Q5,FF5,Method1_Raw,0.09267924171341191,0.007723270142784325,3.087893382311056,0.0023244628521221777,0.3773654372079941,192
Copenhagen,Q5,FF5+MOM,Method1_Raw,0.06400615721853457,0.005333846434877881,2.51502930932417,0.012754119194116509,0.39071529286094064,192
Copenhagen,Q5,CAPM,Method2_PostMean,0.07620957850578108,0.006350798208815091,2.353640460978748,0.019612206590204684,0.3755963626491863,192
Copenhagen,Q5,FF3,Method2_PostMean,0.07137852026524633,0.005948210022103861,2.5175803454014325,0.012651510374236175,0.3978140623619303,192
Copenhagen,Q5,FF3+MOM,Method2_PostMean,0.038876009938194823,0.0032396674948495688,1.6785491680209874,0.09491022139074778,0.41546990509990644,192
Copenhagen,Q5,FF5,Method2_PostMean,0.06559735376965667,0.005466446147471389,2.373024255006273,0.018662936438849087,0.41394414306113536,192
Copenhagen,Q5,FF5+MOM,Method2_PostMean,0.03808263685346849,0.0031735530711223744,1.648916575337164,0.10086179945829166,0.4265142259079413,192
Copenhagen,Q5,CAPM,Method3_ProbQ5,0.09816879627919425,0.008180733023266188,2.8190659647408585,0.005326731375944194,0.3791710584118022,192
Copenhagen,Q5,FF3,Method3_ProbQ5,0.09351588851954398,0.0077929907099619986,3.1666297249616213,0.0017996489884599676,0.4045493796067938,192
Copenhagen,Q5,FF3+MOM,Method3_ProbQ5,0.059873526744532966,0.004989460562044414,2.54283225198215,0.011805865379627356,0.4237415207928701,192
Copenhagen,Q5,FF5,Method3_ProbQ5,0.08879332607955512,0.007399443839962926,3.1369130024853247,0.0019852456580240485,0.42355951611863285,192
Copenhagen,Q5,FF5+MOM,Method3_ProbQ5,0.06117149083630532,0.0050976242363587766,2.6022378559040913,0.010012023298941575,0.43641264722579554,192
Helsinki,Q5,CAPM,Method1_Raw,0.06526164197227695,0.005438470164356412,1.8171097548285733,0.0707758497528932,0.42445218549773833,192
Helsinki,Q5,FF3,Method1_Raw,0.06471873341092482,0.0053932277842437355,2.0275230107296323,0.04402067974894375,0.47626415317659054,192
Helsinki,Q5,FF3+MOM,Method1_Raw,0.053348645971578526,0.004445720497631544,1.889374957204583,0.06038911500462074,0.4786775585833303,192
Helsinki,Q5,FF5,Method1_Raw,0.06263398364114577,0.005219498636762147,1.9846694883854732,0.048651420709766136,0.48100827138160085,192
Helsinki,Q5,FF5+MOM,Method1_Raw,0.054283516891451944,0.004523626407620995,2.0014833686153337,0.04680172054204568,0.48230150675302297,192
Helsinki,Q5,CAPM,Method2_PostMean,0.05551500240162078,0.004626250200135065,1.7570917852179635,0.08051286816326586,0.45641389222225726,192
Helsinki,Q5,FF3,Method2_PostMean,0.054931136642004774,0.004577594720167065,1.9444289990028072,0.05333589701218444,0.4969391572494498,192
Helsinki,Q5,FF3+MOM,Method2_PostMean,0.03989573592418131,0.0033246446603484425,1.4282881328417685,0.1548769900972058,0.5015779522704952,192
Helsinki,Q5,FF5,Method2_PostMean,0.0530968022078671,0.004424733517322258,1.886047934689467,0.06084703492065735,0.5003282974467407,192
Helsinki,Q5,FF5+MOM,Method2_PostMean,0.04031314722553632,0.0033594289354613597,1.5056394972443528,0.13386522652944133,0.5036597884896687,192
Helsinki,Q5,CAPM,Method3_ProbQ5,0.07113474875437346,0.005927895729531122,2.1461440287174036,0.03312986166988052,0.4417505131826055,192
Helsinki,Q5,FF3,Method3_ProbQ5,0.070874672942715,0.0059062227452262505,2.3168789188350556,0.02158789981584519,0.4795321432677204,192
Helsinki,Q5,FF3+MOM,Method3_ProbQ5,0.05463814998522906,0.0045531791654357555,1.9527895074873847,0.05233704019101504,0.48480773028814894,192
Helsinki,Q5,FF5,Method3_ProbQ5,0.06824262080561971,0.005686885067134976,2.2028635264710985,0.028833036711854998,0.48482341570598053,192
Helsinki,Q5,FF5+MOM,Method3_ProbQ5,0.054827046269666266,0.0045689205224721885,2.0227526401905105,0.04453830348385579,0.4884015503789939,192
Oslo,Q5,CAPM,Method1_Raw,0.016960623951367267,0.0014133853292806057,0.5955063519304313,0.5522137126259354,0.5443251289972084,192
Oslo,Q5,FF3,Method1_Raw,0.02162932431785932,0.0018024436931549433,0.9361347490236352,0.35040476550228616,0.6340821375311008,192
Oslo,Q5,FF3+MOM,Method1_Raw,0.02907885438453878,0.0024232378653782317,1.0832499145620644,0.28009226113152863,0.6348138020774742,192
Oslo,Q5,FF5,Method1_Raw,0.02521313758406234,0.0021010947986718617,1.0519442076083587,0.29418986887995224,0.637719198082888,192
Oslo,Q5,FF5+MOM,Method1_Raw,0.03337104763207714,0.0027809206360064286,1.2485920864877922,0.2133920582950517,0.638590894942667,192
Oslo,Q5,CAPM,Method2_PostMean,0.002624266880744846,0.00021868890672873718,0.09887584305436674,0.9213410881468111,0.5535330151726373,192
Oslo,Q5,FF3,Method2_PostMean,0.008140342353299839,0.0006783618627749866,0.36771426011456887,0.7134999490348086,0.6273312833086576,192
Oslo,Q5,FF3+MOM,Method2_PostMean,0.020685986179399554,0.0017238321816166295,0.8421783123145405,0.40076393871639127,0.6295796683733623,192
