Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Copenhagen,Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.026461799452163974,-0.0022051499543469977,-0.5409213233944489,0.5888787496784018
Copenhagen,Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.004502581678750939,-0.0003752151398959116,-0.08909544307048226,0.9290529961798522
Copenhagen,Q5,FF3,Method2_PostMean minus Method1_Raw,-0.02686039816019798,-0.0022383665133498317,-0.633125016667626,0.5270368868429249
Copenhagen,Q5,FF3,Method3_ProbQ5 minus Method1_Raw,-0.004723029905900247,-0.0003935858254916873,-0.10934460093465961,0.9129875045010178
Copenhagen,Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.02411677209042965,-0.0020097310075358043,-0.6983031192704531,0.4854215988414645
Copenhagen,Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.003119255284091349,-0.00025993794034094575,-0.08970037953105825,0.9285733307282094
Copenhagen,Q5,FF5,Method2_PostMean minus Method1_Raw,-0.0270818879437776,-0.0022568239953148,-0.665519521302388,0.5061306890813353
Copenhagen,Q5,FF5,Method3_ProbQ5 minus Method1_Raw,-0.0038859156338794804,-0.00032382630282329003,-0.09449950646724495,0.9247632537925463
Copenhagen,Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.025923520365064276,-0.0021602933637553563,-0.7577953766961011,0.4490558498148407
Copenhagen,Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.002834666382227971,-0.0002362221985189976,-0.08225984798165546,0.9344845641710267
Helsinki,Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.009746639570656229,-0.0008122199642213524,-0.20439618136134624,0.8381533410853581
Helsinki,Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,0.005873106782096467,0.0004894255651747056,0.12054290024988927,0.9041168072500747
Helsinki,Q5,FF3,Method2_PostMean minus Method1_Raw,-0.009787596768936358,-0.0008156330640780298,-0.23061021316381547,0.8177430548945797
