Exchange,PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Helsinki,Q5,FF3,Method3_ProbQ5 minus Method1_Raw,0.006155939531773964,0.0005129949609811637,0.13978713059787298,0.888903028658462
Helsinki,Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.013452910047383311,-0.0011210758372819426,-0.3394615675470107,0.7344525832537934
Helsinki,Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,0.0012895040136645178,0.00010745866780537648,0.03251307835949738,0.9740802305548488
Helsinki,Q5,FF5,Method2_PostMean minus Method1_Raw,-0.009537181433300294,-0.0007947651194416911,-0.22663186232254035,0.8208344959319005
Helsinki,Q5,FF5,Method3_ProbQ5 minus Method1_Raw,0.005608637164452576,0.000467386430371048,0.12736970012550605,0.8987166177576174
Helsinki,Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.0139703696659162,-0.0011641974721596834,-0.36741209983343676,0.7135217093712121
Helsinki,Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,0.0005435293782134754,4.5294114851122946e-05,0.014208868914736904,0.9886710026671404
Oslo,Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.014336357070622405,-0.001194696422551867,-0.3695181189603868,0.7119474001860988
Oslo,Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,0.0020458870528151096,0.00017049058773459247,0.05199229142780504,0.9585621554394155
Oslo,Q5,FF3,Method2_PostMean minus Method1_Raw,-0.013488981964581918,-0.0011240818303818265,-0.4218666410236971,0.6733634554312671
Oslo,Q5,FF3,Method3_ProbQ5 minus Method1_Raw,0.0033365501239326426,0.00027804584366105355,0.10501858093470667,0.9164170638981541
Oslo,Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.00839286820511025,-0.0006994056837591875,-0.23082471937562524,0.8175771922235582
Oslo,Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,0.007399487670000572,0.0006166239725000477,0.19715179035013786,0.8438158534683138
Oslo,Q5,FF5,Method2_PostMean minus Method1_Raw,-0.01535494190499288,-0.00127957849208274,-0.4627473219543341,0.6438160606435104
Oslo,Q5,FF5,Method3_ProbQ5 minus Method1_Raw,0.0036711345519759297,0.0003059278793313275,0.110430995693741,0.9121271244655287
Oslo,Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.01012329668679077,-0.0008436080572325642,-0.28168817453030703,0.7783401015726119
Oslo,Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,0.007720615130271627,0.0006433845941893022,0.20558678515001644,0.8372267644387661
Stockholm,Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.009577731644207547,-0.0007981443036839623,-0.24560116897856255,0.8061235757258471
Stockholm,Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.005754626659876416,-0.000479552221656368,-0.1435522784208346,0.8859301195807199
Stockholm,Q5,FF3,Method2_PostMean minus Method1_Raw,-0.009016979649763703,-0.0007514149708136419,-0.2540040683680732,0.7996312580700851
Stockholm,Q5,FF3,Method3_ProbQ5 minus Method1_Raw,-0.004876811514319887,-0.00040640095952665725,-0.13413814701740895,0.893365104020222
Stockholm,Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.007069787616995754,-0.0005891489680829795,-0.18023014806857113,0.8570695061292057
Stockholm,Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.005718311449312043,-0.0004765259541093369,-0.1459547469994985,0.8840357459234351
Stockholm,Q5,FF5,Method2_PostMean minus Method1_Raw,-0.008310005179220557,-0.0006925004316017131,-0.23692167483426615,0.8128479668685693
Stockholm,Q5,FF5,Method3_ProbQ5 minus Method1_Raw,-0.004575210688235749,-0.0003812675573529791,-0.12720190806487375,0.8988493242207389
Stockholm,Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.00628565688716818,-0.0005238047405973483,-0.16751127496562773,0.8670592928426435
Stockholm,Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.004878638348296625,-0.00040655319569138544,-0.12990138157914244,0.8967150417071004
