Exchange,PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Copenhagen,LongShort,CAPM,Method1_Raw,0.1493950282088193,0.012449585684068275,2.031091303540705,0.043638922935054,0.004142417372881457,192
Copenhagen,LongShort,FF3,Method1_Raw,0.14058647261488183,0.011715539384573486,2.0617830047190826,0.040604197134472386,0.07895912825433171,192
Copenhagen,LongShort,FF3+MOM,Method1_Raw,0.10891000607678414,0.009075833839732012,1.7581033123513505,0.08036594528304586,0.08967194917007981,192
Copenhagen,LongShort,FF5,Method1_Raw,0.13388009844039886,0.011156674870033238,2.078102160568488,0.03907280248460121,0.13659345801868605,192
Copenhagen,LongShort,FF5+MOM,Method1_Raw,0.1169245619638252,0.009743713496985433,1.9730868049779489,0.04997508265673445,0.13964280506782423,192
Copenhagen,LongShort,CAPM,Method2_PostMean,0.10631025359300764,0.008859187799417302,1.5668182796525596,0.11882112311105963,0.0029045431050259696,192
Copenhagen,LongShort,FF3,Method2_PostMean,0.09764256218589616,0.008136880182158013,1.5996650827082624,0.11135207289841098,0.10537998390121506,192
Copenhagen,LongShort,FF3+MOM,Method2_PostMean,0.08216502551756318,0.006847085459796932,1.374808654879857,0.17083585192454676,0.10819470265306153,192
Copenhagen,LongShort,FF5,Method2_PostMean,0.09030452023552565,0.007525376686293805,1.5785177452375523,0.11614587283490008,0.15296413322443958,192
Copenhagen,LongShort,FF5+MOM,Method2_PostMean,0.08778643227848898,0.007315536023207414,1.5763881677987661,0.1166448367273274,0.1530381493785572,192
Copenhagen,LongShort,CAPM,Method3_ProbQ5,0.08881350804285212,0.007401125670237677,1.9857962206416961,0.04849402181471052,0.03939349235870815,192
Copenhagen,LongShort,FF3,Method3_ProbQ5,0.08428363739912445,0.007023636449927037,1.9872576661932881,0.048345832005801004,0.09737347447804989,192
Copenhagen,LongShort,FF3+MOM,Method3_ProbQ5,0.05726364976755974,0.004771970813963311,1.3979369060476075,0.1637879859824991,0.11303008795984881,192
Copenhagen,LongShort,FF5,Method3_ProbQ5,0.08102965268650467,0.006752471057208722,2.0474055842738483,0.04202433219001045,0.1655779838898136,192
