portfolio_year,specification_label,cfo_t1_source,reference_sample_label,Ticker,Year,is_portfolio_year,CFO_lead1_scaled
2009,baseline,none,,AAB.CO,2005,False,0.15602486517640277
2009,baseline,none,,AAB.CO,2006,False,0.0
2009,baseline,none,,AAB.CO,2007,False,0.20907011769955935
2009,baseline,none,,AAB.CO,2008,False,0.03545288197621226
2009,baseline,none,,AAK.ST,2006,False,-0.10517294638543243
2009,baseline,none,,AAK.ST,2007,False,0.002113161698290214
2009,baseline,none,,AAK.ST,2008,False,0.2155082467367686
2009,baseline,none,,ABB.ST,2004,False,0.03831327175948204
2009,baseline,none,,ABB.ST,2005,False,0.08277265202995006
2009,baseline,none,,ABB.ST,2006,False,0.11650827257249018
2009,baseline,none,,ABB.ST,2007,False,0.13835027865113214
2009,baseline,none,,ABB.ST,2008,False,0.1271848923713678
2009,baseline,none,,ACG1V.HE,2005,False,0.009548755651761812
2009,baseline,none,,ACG1V.HE,2006,False,-0.13717422952763905
2009,baseline,none,,ACG1V.HE,2007,False,-0.017332733316881267
2009,baseline,none,,ACG1V.HE,2008,False,0.017302994662082693
2009,baseline,none,,ACTI.ST,2004,False,-0.38837763348437426
2009,baseline,none,,ACTI.ST,2005,False,-0.17113171229917115
2009,baseline,none,,ACTI.ST,2006,False,-0.3583322262078739
2009,baseline,none,,ACTI.ST,2007,False,-0.3275692292912553
2009,baseline,none,,ACTI.ST,2008,False,-0.44454323717062977
2009,baseline,none,,ADDTb.ST,2006,False,0.15320886765743683
2009,baseline,none,,ADDTb.ST,2007,False,0.2050139810802924
2009,baseline,none,,ADDTb.ST,2008,False,0.16131839139899487
2009,baseline,none,,AFAGR.HE,2004,False,0.17066175200138226
2009,baseline,none,,AFAGR.HE,2005,False,0.08551823871895878
2009,baseline,none,,AFAGR.HE,2006,False,0.09347454321802527
2009,baseline,none,,AFAGR.HE,2007,False,0.04617142299545036
2009,baseline,none,,AFAGR.HE,2008,False,0.00262918244087785
2009,baseline,none,,AFGA.OL,2005,False,0.05600202934182981
2009,baseline,none,,AFGA.OL,2006,False,0.17740492952468512
2009,baseline,none,,AFGA.OL,2007,False,0.1708314132389886
2009,baseline,none,,AFGA.OL,2008,False,0.32755572877156597
2009,baseline,none,,AFK.OL,2005,False,0.11535266358213431
2009,baseline,none,,AFK.OL,2006,False,-0.004113369546171368
2009,baseline,none,,AFK.OL,2007,False,0.06190036928087882
2009,baseline,none,,AFK.OL,2008,False,0.01271873088220872
2009,baseline,none,,AFRY.ST,2004,False,0.05094718334101248
2009,baseline,none,,AFRY.ST,2005,False,0.09488326105031347
2009,baseline,none,,AFRY.ST,2006,False,0.17339138601305226
2009,baseline,none,,AFRY.ST,2007,False,0.12359492429405984
2009,baseline,none,,AFRY.ST,2008,False,0.09052703132839515
2009,baseline,none,,AGATE.CO,2006,False,0.23930098693158944
2009,baseline,none,,AGATE.CO,2007,False,0.033408224638948145
2009,baseline,none,,AGATE.CO,2008,False,-0.0883000212819839
2009,baseline,none,,AGFEb.CO,2006,False,0.06915012268570155
2009,baseline,none,,AGFEb.CO,2007,False,-0.162084234373391
2009,baseline,none,,AGFEb.CO,2008,False,-0.09391028185788011
2009,baseline,none,,AKAST.OL,2006,False,0.09273543533653429
2009,baseline,none,,AKAST.OL,2007,False,-0.028975831219121378
2009,baseline,none,,AKAST.OL,2008,False,0.11917462099943851
2009,baseline,none,,AKVA.OL,2005,False,0.0960628515311133
2009,baseline,none,,AKVA.OL,2006,False,0.0595115186069805
2009,baseline,none,,AKVA.OL,2007,False,-0.021426385062748698
2009,baseline,none,,AKVA.OL,2008,False,0.05063960793246093
2009,baseline,none,,ALFA.ST,2005,False,0.1711711847053954
2009,baseline,none,,ALFA.ST,2006,False,0.18350429335156446
2009,baseline,none,,ALFA.ST,2007,False,0.1897738771352217
2009,baseline,none,,ALFA.ST,2008,False,0.19403282205809505
2009,baseline,none,,ALIVsdb.ST,2004,False,0.09429928479668646
