PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.026296064382151953,-0.0021913386985126628,-0.40251051549594064,0.6875383098713836
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.012645695991728885,0.0010538079993107404,0.198109194519797,0.8430672677670907
LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.007633639604600403,0.0006361366337167002,0.11824346819267695,0.905938228245559
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.02764144007732079,-0.0023034533397767324,-0.4916266223557392,0.6232748373641677
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.012848338876627095,0.0010706949063855912,0.23521285200074601,0.8141736557159425
LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.007494735915037555,0.0006245613262531296,0.13483805247133054,0.8928132384227532
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.015242481750756367,-0.0012702068125630306,-0.23721945916832354,0.8126185442249776
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.005059742987490292,0.0004216452489575243,0.08031530092141584,0.936030148130192
LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00456284264015523,0.0003802368866796025,0.0720509282061928,0.9426005204409935
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.023927421762323493,-0.001993951813526958,-0.5431097526726205,0.5873848379300022
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.009326743027807363,0.0007772285856506135,0.21919005931213062,0.8266241822640881
LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0069288479612433914,0.0005774039967702826,0.15805394698233016,0.8745014547631895
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.012276280192285036,-0.0010230233493570863,-0.23856217820508227,0.8115793428479423
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0017349069170222477,0.00014457557641852064,0.03534625467766764,0.9718230155243002
LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.003934247940641782,0.0003278539950534818,0.07821977825405516,0.9376962093513217
