Ticker,Year,FormationYear,PROF,PROF_w,sigma_acc,sigma_mean,sigma_raw,MarketCap,theta_obs,theta_post_mean,theta_conservative,theta_post_sd,theta_post_sd_between,theta_conservative_sd_between,p_q5,p_q5_sd_mc,p_median,p_median_sd_mc,p_q1,p_q1_sd_mc,lambda_i,mu_t,var_obs_t,obs_var_i,tau2_t,q5_cutoff_obs,median_cutoff_obs,q1_cutoff_obs,n_sigma_draws_used,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,firm_idx_y,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws
ATRLJb.ST,2013,2014,0.0717921611782976,0.0717921611782976,0.021212144677984,0.021212144677984,0.021212144677984,10717.06,0.0717921611782976,0.07315340427932632,0.06648804565343742,0.025040937634970888,0.0,0.0,0.0,0.0,8.552447245058215e-05,0.0,0.32554578590497657,0.0,0.9867397111878495,0.1744477760229303,0.05266748231303295,0.0006354751415483751,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Atrium Ljungberg AB,Real Estate Operations,Real Estate,1422.73,175.86,2458.49,1652.69,101.03,23585.31,25286.35,770.93,2131.3,950.53,55.5,0.0,379.6,10386.51,0.0,943.87,14.5,-667.48,-746.25,101.03,951.63,21800.44,23543.395,0.0404202537484504,770.93,714.95,345.6800000000003,0.0303673280765157,0.0327450650171736,0.0146826742702146,1.0017803294724488,674.61,0.0286538963475743,True,8,59,59,0.0190985795305735,0.0105604127985407,0.0091525359706403,0.0402991968737614,8000
AUSS.OL,2013,2014,0.122414123968528,0.122414123968528,0.0846248538582031,0.0846248538582031,0.0846248538582031,7196.47,0.122414123968528,0.13158233106804787,0.051935064840144415,0.0912796882624299,0.0,0.0,0.02121838734204229,0.0,0.3168768351925382,0.0,0.24868096140788137,0.0,0.8238023521790411,0.1744477760229303,0.05266748231303295,0.010114054017019305,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Austevoll Seafood ASA,Food & Tobacco,Consumer Staples,10312.59,1443.31,3514.67,1188.03,379.71,3773.15,22684.36,1492.93,12542.71,7478.86,3378.1,0.0,282.37,7656.56,3807.64,1879.3600000000008,-725.3699999999999,459.9300000000003,-353.0799999999999,273.98,2065.7000000000003,20018.83,21351.595,0.0967468706670391,1492.93,897.25,1537.7999999999993,0.0420226217291963,0.0699212400759755,0.0720227224242497,0.1767151353329809,1794.74,0.0840564838364534,True,2,61,61,0.080191222877828,0.029003552225614,0.0459333806708391,0.1390071293578486,8000
AXFO.ST,2013,2014,0.2148464644829631,0.2148464644829631,0.0358963575512491,0.0358963575512491,0.0358963575512491,15957.01,0.2148464644829631,0.21334936944561625,0.20002326012247534,0.041861534820829896,0.0,0.0,0.013322641711036587,0.0,0.8788269573006477,0.0,0.00011307937215410046,0.0,0.9629419890987806,0.1744477760229303,0.05266748231303295,0.001819827276610523,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Axfood AB,Food & Drug Retailing,Consumer Staples,4026.17,430.7,4008.26,60.31,0.0,1805.74,8415.18,1440.42,33864.31,29234.39,3840.22,0.0,19.86,3551.17,32.04,366.6399999999999,-15.29000000000002,97.91000000000032,-252.99,0.0,31.02999999999957,7550.19,7982.684999999999,0.0038871632790219,1440.42,1645.79,2662.229999999996,0.2061699791486198,0.1804430464185922,0.3335005702968357,0.2262070969855381,1863.8,0.233480339008742,True,2,63,63,0.0325787180064012,0.0158243334477572,0.0175431968915452,0.0643123729977551,8000
AZN.ST,2013,2014,0.3350539526995915,0.3350539526995915,0.0325518599590446,0.0325518599590446,0.0325518599590446,451324.69,0.3350539526995915,0.33012716387573515,0.32278346864772317,0.03808684048319431,0.0,0.0,0.7641690356603162,0.0,0.9999955261561844,0.0,2.808217348372933e-13,0.0,0.9693237898703292,0.1744477760229303,0.05266748231303295,0.0014965148211067256,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,AstraZeneca PLC,Pharmaceuticals,Health Care,123358.21,49276.55,97370.18,10664.56,18659.94,35293.73,339100.1,43495.0,151679.99,30922.59,98939.37,28336.4,2891.83,140883.75,175.92,17394.190000000002,13690.04,20027.789999999997,5774.679999999999,2738.629999999999,-7810.329999999993,297809.64,318454.87,-0.0245257043800272,43495.0,40401.44,-10978.24000000002,0.1268670816684323,0.136581362376402,-0.0344734561603658,0.1108280429186088,44505.84,0.13975556410866,True,4,64,64,0.0293199042937628,0.0153084591245857,0.0145696031819685,0.061794266408703,8000
BAKKA.OL,2013,2014,0.3139569860129343,0.3139569860129343,0.1171321167669048,0.1171321167669048,0.1171321167669048,4641.52,0.3139569860129343,0.2734070813888165,0.19769253400428688,0.1172377766870797,0.0,0.0,0.521485692091985,0.0,0.8966767816672103,0.0,0.015302047200658624,0.0,0.7093388699783815,0.1744477760229303,0.05266748231303295,0.019376770207092227,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,P/F Bakkafrost,Food & Tobacco,Consumer Staples,1994.5,203.56,420.34,111.8,63.99,1024.83,3479.36,542.03,2609.02,1029.27,964.95,0.0,30.3,1861.72,0.0,642.6800000000001,178.91,107.69,13.36,63.99,433.4300000000001,2530.79,3005.075,0.1442326730614045,542.03,286.84,745.3799999999999,0.0954518606024808,0.1803715381479663,0.2480403983261648,0.3410330856966964,983.6,0.3273129622388792,True,2,68,68,0.1122420811833442,0.0367409966487698,0.0651387547786077,0.1853619232859281,8000
BAVA.CO,2013,2014,0.5039213530500432,0.5039213530500432,0.0919094029666904,0.0919094029666904,0.0919094029666904,2596.36,0.5039213530500432,0.43754451376309184,0.4233360267414766,0.09760500403428739,0.0,0.0,0.9778360771590132,0.0,0.9997330163651874,0.0,2.768337824903282e-06,0.0,0.7985366842285836,0.1744477760229303,0.05266748231303295,0.011930243156876933,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Bavarian Nordic A/S,Pharmaceuticals,Health Care,1006.58,387.71,435.17,9.48,0.55,360.82,1623.52,154.05,1269.91,507.65,727.25,520.12,5.12,1091.46,0.0,125.63,39.68000000000001,-42.51999999999998,-42.1,-1.57,84.79999999999998,1515.16,1569.34,0.0540354543948411,154.05,20.19,248.84000000000003,0.0128652809461302,0.0981622847821377,0.1585634725425975,0.2299183096078606,379.82,0.2420253100029311,True,4,70,70,0.0873431667602673,0.0304951996483246,0.051100242688786,0.1480601087994117,8000
BEIAb.ST,2013,2014,0.2260852420229372,0.2260852420229372,0.0516879266413729,0.0516879266413729,0.0516879266413729,4470.81,0.2260852420229372,0.22226945392788003,0.19652695118770017,0.05911310315636022,0.0,0.0,0.0838491385571094,0.0,0.8456761045975285,0.0,0.002541630002241416,0.0,0.9261042729119074,0.1744477760229303,0.05266748231303295,0.0037731809116778293,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Beijer Alma AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1277.57,239.18,597.89,51.56,9.93,603.23,2401.42,363.04,2767.57,1869.58,543.0699999999999,0.0,10.92,1518.16,3.39,179.23000000000002,34.150000000000006,127.82,18.370000000000005,9.93,45.56000000000003,2049.96,2225.69,0.0204700564768678,363.04,288.92,378.6200000000004,0.1298114292646325,0.1631134614434175,0.1701135378242254,0.2710305568160885,369.8,0.1661507217986332,True,5,72,72,0.0485620360449536,0.0191540242436144,0.0259307899058501,0.0864889236438424,8000
BEIJb.ST,2013,2014,0.1311043601945667,0.1311043601945667,0.0768729327550558,0.0768729327550558,0.0768729327550558,5168.49,0.1311043601945667,0.13760658241339105,0.07109780930736745,0.0842254677790563,0.0,0.0,0.018041644852099914,0.0,0.33973862382973075,0.0,0.200828935453072,0.0,0.8499836227820019,0.1744477760229303,0.05266748231303295,0.008345960124952026,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Beijer Ref AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3064.32,170.92,1605.47,460.59,19.67,477.82,4814.51,269.25,5952.42,4726.06,896.74,0.0,30.98,2231.67,46.21,344.1700000000001,9.359999999999983,206.5,34.11999999999995,-15.35,147.08,4291.42,4552.965,0.032304223731129,269.25,122.35,144.1900000000005,0.0268725984056543,0.0591372874599299,0.0316694725305379,0.1049469960783796,221.29,0.0486034924494258,True,5,73,73,0.0737755447469413,0.0243530552170439,0.0427744356050375,0.1213568657528022,8000
BETSb.ST,2013,2014,0.3263665175145019,0.3263665175145019,0.0749528373509304,0.0749528373509304,0.0749528373509304,4516.74,0.3263665175145019,0.30453895586880647,0.2688948417189084,0.08242729154353905,0.0,0.0,0.5898618271959192,0.0,0.9742153415512884,0.0,0.0006279705627695194,0.0,0.8563208105110162,0.1744477760229303,0.05266748231303295,0.00793424416154158,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Betsson AB,Hotels & Entertainment Services,Consumer Discretionary,1306.24,530.11,1394.41,297.54,357.43,50.67,3313.59,616.86,2235.36,553.06,1141.06,83.84,0.0,1915.27,0.0,261.99,132.98000000000002,516.97,297.54,48.10000000000002,-42.31999999999999,2530.97,2922.28,-0.0144818429445501,616.86,572.43,341.45000000000005,0.1958847201500198,0.2110886020504537,0.1168436973869718,0.017339200897929,797.58,0.2729307253240621,True,1,80,80,0.0711872743921306,0.0258996277355315,0.0403742434476652,0.1228946067696509,8000
BILL.ST,2013,2014,0.1013927391821173,0.1013927391821173,0.0496866406528451,0.0496866406528451,0.0496866406528451,15944.33,0.1013927391821173,0.10640939661326596,0.0739249141116573,0.05698443358103909,0.0,0.0,0.00014766648226860468,0.0,0.12879791535940255,0.0,0.23632224324466855,0.0,0.93133043732385,0.1744477760229303,0.05266748231303295,0.0034866525783079317,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Billerud AB (publ),Containers & Packaging,Materials,6380.42,468.4,5994.96,2787.78,16.96,11693.04,23504.83,1605.58,17769.69,9238.18,7583.86,0.0,0.0,9288.84,57.49,321.4400000000005,-169.34000000000003,510.3699999999999,476.5,-6.149999999999999,450.7600000000007,21163.64,22334.235,0.0201824687525675,1605.58,861.14,8808.519999999999,0.0385569507977327,0.0718887394173115,0.3943954203042996,0.5235478179574989,2861.38,0.1281163200799132,True,7,86,86,0.0472186696856706,0.016228108187766,0.0280155426974281,0.0802818982625195,8000
BIOGb.ST,2013,2014,0.363873819570022,0.363873819570022,0.074146456845839,0.074146456845839,0.074146456845839,3804.29,0.363873819570022,0.33715755815235554,0.3074586383892468,0.08166615204926801,0.0,0.0,0.7544571318103752,0.0,0.9923274701665015,0.0,0.00010152033096859264,0.0,0.858962047048062,0.1744477760229303,0.05266748231303295,0.007764441296858588,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Biogaia AB,Pharmaceuticals,Health Care,304.52,220.79,62.65,0.0,27.65,56.82,361.36,70.79,285.08,91.8,121.22,36.6,0.0,299.08,-0.46,-95.94,-100.20000000000002,32.25,0.0,26.28,-1.709999999999983,442.59,401.975,-0.004253995895267,70.79,288.38,-269.46,0.7174077989924746,0.1761054791964674,-0.6703401952857764,0.1413520741339635,114.26,0.2842465327445737,True,4,90,90,0.0690922273295658,0.0285086226597063,0.0377847519700125,0.1285407540840292,8000
BITTI.HE,2013,2014,0.2565374343321692,0.2565374343321692,0.1301547726968764,0.1301547726968764,0.1301547726968764,2885.55,0.2565374343321692,0.2289582520139245,0.12215177413438158,0.12604353183799588,0.0,0.0,0.3425788831063904,0.0,0.7639485658316609,0.0,0.05990480417696238,0.0,0.664035849505531,0.1744477760229303,0.05266748231303295,0.023924870818384257,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Bittium Oyj,Communications & Networking,Communication Services,818.94,186.54,470.94,16.81,0.0,80.89,1203.64,270.86,1556.11,97.02,1423.02,144.16,5.409999999999999,681.46,0.0,249.37,152.78,80.45999999999998,-76.41,0.0,-60.27999999999997,970.32,1086.98,-0.0554564021417137,270.86,50.57,256.42999999999984,0.0465233950946659,0.2491858175863401,0.2359105043331062,0.07441719258864,87.74,0.0807190564683802,True,0,92,92,0.1254191048913326,0.0393791376572013,0.0746100258971518,0.2017377147799316,8000
BMAX.ST,2013,2014,0.222724189984467,0.222724189984467,0.0558482997929385,0.0558482997929385,0.0558482997929385,2770.51,0.222724189984467,0.21861027971608946,0.18863789458021257,0.06347957362438783,0.0,0.0,0.09049948399818863,0.0,0.8146301219873512,0.0,0.0052934586492898415,0.0,0.914784261489364,0.1744477760229303,0.05266748231303295,0.0044050345389342145,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Byggmax Group AB,Specialty Retailers,Consumer Discretionary,608.07,23.28,839.44,94.25,0.0,172.47,1832.89,173.73,2902.86,2010.45,675.71,0.0,13.09,914.18,0.0,105.58000000000004,3.080000000000002,105.91000000000008,-319.64,-3.25,-326.3,1586.65,1709.77,-0.1908443825777736,173.73,189.5,246.9100000000003,0.1108336208963778,0.1016101580914392,0.1444112365990749,0.1008732168654263,285.77,0.1671394398076934,True,1,93,93,0.05075734743652,0.0264183431239041,0.0221799365211682,0.1055874811299404,8000
BOL.ST,2013,2014,0.0830839903159723,0.0830839903159723,0.0437573738486837,0.0437573738486837,0.0437573738486837,22336.65,0.0830839903159723,0.08802603562004528,0.061447210421915824,0.050575526540674404,0.0,0.0,4.497708635864406e-06,0.0,0.05075696054917089,0.0,0.32737157925220706,0.0,0.9459080502648588,0.1744477760229303,0.05266748231303295,0.0027041570099231543,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Boliden AB,Metals & Mining,Materials,10521.57,575.84,8486.81,3720.81,12.25,25774.26,39433.26,3163.33,31054.77,28356.24,1162.45,365.52,94.76,21732.07,15.08,763.6800000000003,-289.61,1844.87,2294.66,-77.63,1425.4500000000005,34309.7,36871.48,0.0386599615746371,3163.33,4742.28,-3322.859999999997,0.1286164808138973,0.0857934099743216,-0.0901200602742281,0.6990297107683229,5317.67,0.1442217670676631,True,7,96,96,0.0410842738204959,0.0161624440685669,0.0226718042550105,0.0736131803717873,8000
BRGB.OL,2013,2014,0.2052801724137931,0.2052801724137931,0.0202405794991591,0.0202405794991591,0.0202405794991591,3020.0,0.2052801724137931,0.20490747811293314,0.20044507239580844,0.0239081972620457,0.0,0.0,9.287509262767557e-06,0.0,0.9502167678896158,0.0,6.932861554157198e-10,0.0,0.9879122499550383,0.1744477760229303,0.05266748231303295,0.0005785958179452721,0.04728769987754221,0.3076398974414143,0.1659043506897434,0.0604674903041995,1,Borregaard ASA,Chemicals,Materials,1277.0,39.0,656.0,6.0,101.0,1941.0,3427.0,526.0,3822.0,1638.0,1761.0,0.0,42.0,1847.0,9.0,-134.0,-95.0,52.0,0.0,2.0,-89.0,3466.0,3446.5,-0.0258232989989844,526.0,551.0,-72.0,0.1598723342521398,0.1526185985782678,-0.0208907587407514,0.5631800377194255,600.0,0.174089656172929,True,7,109,109,0.0177850317335085,0.0103880501439557,0.0088082190704151,0.0399520200219846,8000
