PortfolioStrategy,Method,MethodLabel,annualized_return,annualized_excess_return,volatility_ann,excess_volatility_ann,sharpe_ratio,max_drawdown,n_obs
LongShort,Method1_ObservedQuality,Observed Quality,0.02511000975158968,0.02511000975158968,0.1046360379227854,0.1046360379227854,0.23997477590005112,-0.27226302002327674,141
LongShort,Method2_LatentQuality,Latent Quality,0.025473727299108403,0.025473727299108403,0.10382320108136822,0.10382320108136822,0.24535678955943727,-0.2908998084623151,141
LongShort,Method3_ConservativeQuality,Conservative Quality,0.03941210067133687,0.03941210067133687,0.10709604026980744,0.10709604026980744,0.368007076377855,-0.30852389653660783,141
LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,0.022135847824315477,0.022135847824315477,0.10453409397896081,0.10453409397896081,0.21175720745014232,-0.285793423110115,141
