PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.002174621901904277,0.0001812184918253564,0.051127837161785754,0.9592603707357952
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.015288970928030138,0.0012740809106691782,0.36238517362520184,0.7173395502924764
LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.002597118432185991,-0.00021642653601549922,-0.06389622084690705,0.9490987809069393
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.0013194424897981713,0.00010995354081651428,0.03573136211914612,0.9715225801279057
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.014023896648976622,0.0011686580540813851,0.35017308713381085,0.7264778321949139
LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0031168455115600895,-0.0002597371259633408,-0.08613624938279874,0.9314210171206809
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.004087174223499846,0.0003405978519583205,0.09247673122554728,0.9263873520791419
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004809463522587392,-0.00040078862688228264,-0.11585250391158569,0.9078549235270263
LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0017982083319564683,-0.0001498506943297057,-0.04437861934522764,0.9646351661381305
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.0010901839106775418,9.084865922312849e-05,0.035123943079176725,0.972006862215145
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.01083147556729071,0.0009026229639408924,0.33987249193348285,0.734216795458071
LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.004808191435468682,-0.00040068261962239015,-0.16789912302113383,0.8667883329490891
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.0039956435622323545,0.0003329702968526962,0.09488570718548547,0.9244765146286027
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.006383128881259383,-0.0005319274067716153,-0.16886425502186567,0.8660307936261371
LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.003026199542042061,-0.00025218329517017173,-0.07894960005494105,0.9371316275503143
