Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.4411734131173139,-0.5830067916890471,5.748519921433548e-05,0.9833781472533072,0.153863723090073,46.67,1,Q1,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.3982511679797265,0.3881879229634819,0.6549835441811259,0.0232521637503902,0.1693402362974249,5195.33,5,Q5,5,Q5,5,Q5,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.2391229640435506,-1.355962518192038,0.0,1.0,0.1008644706241507,244254.6,1,Q1,1,Q1,1,Q1,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-1.0326355194094043,-1.3041277765622283,2.9889424268958464e-11,0.9999995762456116,0.1658465973293492,53.81,1,Q1,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.0877570275461719,-0.1694048136756424,0.0172521231238832,0.633513336963376,0.149323953856049,5221.41,1,Q1,1,Q1,1,Q1,1,Q1
ADDTb.ST,2010,0.4013059207623751,0.3951295459307953,0.3926743541907965,0.7010962295412043,5.792801598056576e-07,0.0576206627662323,1193.13,5,Q5,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,-0.0189329324283824,-0.2521523607178485,0.1172428073587001,0.5612623295334732,0.3029622104533748,4536.01,1,Q1,2,Q2,1,Q1,1,Q1
AFGA.OL,2010,0.3347653090225401,0.3260958239343247,0.3189797949867113,0.4404333866059838,0.0011225893383897,0.0786445860689503,2107.01,4,Q4,5,Q5,5,Q5,,
AFK.OL,2010,0.056797323631971,0.0704528439153607,-0.0369166708225594,0.161748653252266,0.3713275250176492,0.2146174259902784,2736.16,2,Q2,2,Q2,2,Q2,,
AFRY.ST,2010,0.2271955287605978,0.2216546770208446,0.2074265885571412,0.1803681730132151,0.0255570793611283,0.088469634476213,2566.5,4,Q4,4,Q4,4,Q4,,
AGATE.CO,2010,0.0901279155578415,0.0970222382568762,-0.020378627645271,0.2098433180285472,0.3428886301850818,0.2397181706847722,726.11,2,Q2,2,Q2,2,Q2,,
AGFEb.CO,2010,-0.8359167404783003,-0.4985577060773677,-0.9778132845330392,0.0006440519150024,0.9841999969886328,0.2876837514086129,248.02,1,Q1,1,Q1,1,Q1,1,Q1
AKAST.OL,2010,0.3014359311629946,0.2893992709078217,0.2755996277389634,0.3712444488391513,0.0147363910343715,0.1019555093019951,4308.16,4,Q4,4,Q4,4,Q4,,
AKVA.OL,2010,-0.1317019950124689,-0.1268039981662234,-0.1396408758091091,1.435684537920423e-08,0.8482360741859869,0.055211441592982,344.46,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4290592887636145,0.4261229739346536,0.7626008695480293,5.089902971729279e-05,0.0795234773647992,33806.22,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2485111190622978,0.220849186878778,0.3346763452306578,0.0684724555492112,0.1368643589282804,4193.19,4,Q4,4,Q4,4,Q4,,
AMBUb.CO,2010,0.296143174760671,0.2884810567065691,0.2792159202601043,0.3272958832871152,0.0040460041288275,0.0815603289737617,1268.2,4,Q4,4,Q4,4,Q4,,
