Method,Portfolio,Date,n_firms,raw_weight_sum,capped_weight_sum,max_raw_weight,max_capped_weight,n_names_capped
Method3_ProbQ5,Q1,2012-11-30,66,1.0,1.0,0.21634981023601232,0.05,6
Method3_ProbQ5,Q2,2012-11-30,63,1.0,0.9999999999999999,0.17003761652676697,0.04999999999999999,5
Method3_ProbQ5,Q3,2012-11-30,67,0.9999999999999999,1.0,0.19225273117300876,0.05,6
Method3_ProbQ5,Q4,2012-11-30,66,1.0,1.0,0.1305582642180066,0.05000000000000001,6
Method3_ProbQ5,Q5,2012-11-30,66,1.0,1.0,0.15502812778017364,0.05,8
Method1_Raw,Q1,2012-12-31,65,1.0,1.0000000000000002,0.38131841675123485,0.05,4
Method1_Raw,Q2,2012-12-31,65,0.9999999999999999,1.0,0.24505401854074876,0.05,5
Method1_Raw,Q3,2012-12-31,67,1.0,1.0,0.21456984412393318,0.05,3
Method1_Raw,Q4,2012-12-31,65,1.0,1.0,0.12763442278680381,0.05000000000000001,8
Method1_Raw,Q5,2012-12-31,66,1.0,1.0,0.15248216775197093,0.05,8
Method2_PostMean,Q1,2012-12-31,65,1.0,1.0,0.37965413177844154,0.05,4
Method2_PostMean,Q2,2012-12-31,65,1.0,1.0,0.24901382071764996,0.05,6
Method2_PostMean,Q3,2012-12-31,67,1.0000000000000002,1.0,0.14869714720445038,0.05,6
Method2_PostMean,Q4,2012-12-31,65,1.0,1.0000000000000002,0.13636422863990716,0.05000000000000001,5
Method2_PostMean,Q5,2012-12-31,66,1.0,1.0,0.1508831286337415,0.05,8
Method3_ProbQ5,Q1,2012-12-31,66,0.9999999999999999,0.9999999999999999,0.2242087703717194,0.05,6
Method3_ProbQ5,Q2,2012-12-31,63,0.9999999999999999,1.0000000000000002,0.17068674474706333,0.05000000000000002,4
Method3_ProbQ5,Q3,2012-12-31,67,0.9999999999999998,1.0,0.18372131702716313,0.05,6
Method3_ProbQ5,Q4,2012-12-31,66,0.9999999999999999,1.0,0.15443490916227298,0.05000000000000001,6
Method3_ProbQ5,Q5,2012-12-31,66,1.0000000000000002,1.0,0.15091543993066145,0.05,8
Method1_Raw,Q1,2013-01-31,69,0.9999999999999999,1.0,0.6019417253191939,0.05,2
Method1_Raw,Q2,2013-01-31,67,1.0,1.0,0.2642989882474895,0.05,5
Method1_Raw,Q3,2013-01-31,67,0.9999999999999999,0.9999999999999999,0.1936927321425937,0.04999999999999999,4
Method1_Raw,Q4,2013-01-31,68,1.0,1.0,0.14791926168298264,0.05,4
Method1_Raw,Q5,2013-01-31,68,1.0,1.0000000000000002,0.1372188305591925,0.05,9
Method2_PostMean,Q1,2013-01-31,69,1.0,1.0,0.6050772313445288,0.05000000000000001,2
Method2_PostMean,Q2,2013-01-31,67,1.0,1.0,0.2650545096220972,0.05,5
Method2_PostMean,Q3,2013-01-31,67,1.0,1.0,0.20418146227055492,0.04999999999999999,4
Method2_PostMean,Q4,2013-01-31,67,0.9999999999999999,1.0,0.16072798856627388,0.05000000000000001,7
Method2_PostMean,Q5,2013-01-31,69,1.0,1.0,0.13404506571911937,0.05,8
Method3_ProbQ5,Q1,2013-01-31,67,1.0,1.0,0.31525037623442914,0.05,4
Method3_ProbQ5,Q2,2013-01-31,68,1.0,1.0,0.1806653328589571,0.05,4
Method3_ProbQ5,Q3,2013-01-31,68,0.9999999999999999,1.0000000000000002,0.20826582511379252,0.05000000000000001,4
Method3_ProbQ5,Q4,2013-01-31,67,1.0000000000000002,1.0,0.18712122584927127,0.05000000000000001,8
Method3_ProbQ5,Q5,2013-01-31,69,1.0,1.0000000000000002,0.1338723303967227,0.05000000000000001,8
Method1_Raw,Q1,2013-02-28,69,0.9999999999999998,1.0000000000000002,0.5841322909514627,0.05,2
Method1_Raw,Q2,2013-02-28,67,1.0,1.0,0.2670999270159489,0.05000000000000001,5
Method1_Raw,Q3,2013-02-28,67,1.0000000000000002,1.0,0.19734339388018404,0.05,4
Method1_Raw,Q4,2013-02-28,68,1.0,0.9999999999999999,0.14242630561436304,0.05,7
Method1_Raw,Q5,2013-02-28,68,0.9999999999999998,1.0,0.1363834544166024,0.05,9
Method2_PostMean,Q1,2013-02-28,69,1.0,0.9999999999999999,0.5875170077466298,0.04999999999999999,2
Method2_PostMean,Q2,2013-02-28,67,1.0,1.0,0.2676401733073808,0.05,5
Method2_PostMean,Q3,2013-02-28,67,1.0000000000000002,0.9999999999999999,0.2078003761984914,0.04999999999999999,5
Method2_PostMean,Q4,2013-02-28,67,1.0,1.0,0.15414666393484092,0.05000000000000001,7
Method2_PostMean,Q5,2013-02-28,69,1.0,1.0,0.13342036255050616,0.05,8
Method3_ProbQ5,Q1,2013-02-28,67,1.0,1.0000000000000002,0.30753719728093865,0.05,4
Method3_ProbQ5,Q2,2013-02-28,68,0.9999999999999999,0.9999999999999999,0.18781280985368082,0.04999999999999999,4
Method3_ProbQ5,Q3,2013-02-28,68,0.9999999999999999,0.9999999999999999,0.19558413631420646,0.05,4
Method3_ProbQ5,Q4,2013-02-28,67,0.9999999999999999,1.0,0.18007678613808242,0.05,8
Method3_ProbQ5,Q5,2013-02-28,69,0.9999999999999999,0.9999999999999998,0.1332246180547864,0.04999999999999999,8
Method1_Raw,Q1,2013-03-31,69,1.0,1.0,0.6028071656084905,0.05,2
Method1_Raw,Q2,2013-03-31,67,1.0,0.9999999999999999,0.26278954700244145,0.04999999999999999,5
Method1_Raw,Q3,2013-03-31,67,1.0,1.0,0.19077962020404748,0.05,4
Method1_Raw,Q4,2013-03-31,68,1.0,0.9999999999999999,0.1425829230860603,0.04999999999999999,5
Method1_Raw,Q5,2013-03-31,68,0.9999999999999999,0.9999999999999999,0.1307068474648027,0.04999999999999999,9
Method2_PostMean,Q1,2013-03-31,69,1.0,1.0000000000000002,0.6063095626822481,0.05000000000000001,2
Method2_PostMean,Q2,2013-03-31,67,1.0000000000000002,1.0,0.26334024374577336,0.05,5
Method2_PostMean,Q3,2013-03-31,67,1.0,1.0,0.20105681418731047,0.05,4
Method2_PostMean,Q4,2013-03-31,67,1.0,1.0,0.15516573638820153,0.05,6
Method2_PostMean,Q5,2013-03-31,69,1.0,1.0,0.12763164954546113,0.05,9
Method3_ProbQ5,Q1,2013-03-31,67,1.0,0.9999999999999998,0.32837310096514255,0.04999999999999999,4
Method3_ProbQ5,Q2,2013-03-31,68,1.0,1.0000000000000002,0.18228951531951512,0.05000000000000001,4
Method3_ProbQ5,Q3,2013-03-31,68,1.0,1.0,0.18111750549249261,0.05,4
Method3_ProbQ5,Q4,2013-03-31,67,1.0,1.0,0.18253816527130223,0.05,8
Method3_ProbQ5,Q5,2013-03-31,69,1.0,1.0000000000000002,0.12739702656269952,0.05,9
Method1_Raw,Q1,2013-04-30,69,1.0000000000000002,0.9999999999999998,0.5951307649429345,0.04999999999999999,2
Method1_Raw,Q2,2013-04-30,67,1.0,1.0,0.27312498381772987,0.05,5
Method1_Raw,Q3,2013-04-30,67,1.0,1.0,0.1836586713517721,0.05,4
Method1_Raw,Q4,2013-04-30,68,0.9999999999999998,0.9999999999999999,0.15207467275077474,0.04999999999999999,5
Method1_Raw,Q5,2013-04-30,68,0.9999999999999999,1.0,0.12882489336415626,0.05,9
Method2_PostMean,Q1,2013-04-30,69,1.0000000000000002,1.0,0.5988164847554778,0.05,2
Method2_PostMean,Q2,2013-04-30,67,0.9999999999999998,0.9999999999999998,0.27346331432227994,0.04999999999999999,5
Method2_PostMean,Q3,2013-04-30,67,1.0,1.0,0.19305444090329998,0.05,4
Method2_PostMean,Q4,2013-04-30,67,0.9999999999999999,1.0,0.16667951264650627,0.05,6
Method2_PostMean,Q5,2013-04-30,69,0.9999999999999999,0.9999999999999998,0.12568287180797175,0.04999999999999999,9
Method3_ProbQ5,Q1,2013-04-30,67,1.0,1.0,0.3213315760291595,0.05,4
Method3_ProbQ5,Q2,2013-04-30,68,1.0,1.0000000000000002,0.17662972528586315,0.05,4
Method3_ProbQ5,Q3,2013-04-30,68,0.9999999999999999,0.9999999999999998,0.17998056935125797,0.04999999999999999,4
Method3_ProbQ5,Q4,2013-04-30,67,1.0000000000000002,1.0,0.1956346534729255,0.05,7
Method3_ProbQ5,Q5,2013-04-30,69,0.9999999999999999,0.9999999999999999,0.12543730944787954,0.04999999999999999,9
Method1_Raw,Q1,2013-05-31,69,1.0000000000000002,1.0,0.5956108979949718,0.05,2
Method1_Raw,Q2,2013-05-31,67,1.0,1.0,0.26297768958742596,0.05,4
Method1_Raw,Q3,2013-05-31,68,1.0,0.9999999999999998,0.17630346441067668,0.04999999999999999,4
Method1_Raw,Q4,2013-05-31,68,1.0,1.0,0.1428658889915695,0.05,4
Method1_Raw,Q5,2013-05-31,68,1.0,0.9999999999999998,0.12923142676125943,0.04999999999999999,8
Method2_PostMean,Q1,2013-05-31,69,1.0000000000000002,1.0000000000000002,0.5991806626604954,0.05,2
Method2_PostMean,Q2,2013-05-31,67,0.9999999999999998,1.0,0.2633351570384603,0.05,4
Method2_PostMean,Q3,2013-05-31,68,1.0000000000000002,1.0000000000000002,0.18669228413298702,0.05000000000000002,5
Method2_PostMean,Q4,2013-05-31,67,1.0,0.9999999999999998,0.15565101119698346,0.04999999999999999,6
Method2_PostMean,Q5,2013-05-31,69,1.0,0.9999999999999999,0.12615334366240133,0.05,7
Method3_ProbQ5,Q1,2013-05-31,68,0.9999999999999999,0.9999999999999998,0.3253744595100403,0.04999999999999999,4
Method3_ProbQ5,Q2,2013-05-31,68,1.0,1.0,0.16872121316842817,0.05,4
Method3_ProbQ5,Q3,2013-05-31,68,1.0,1.0,0.19678693102632716,0.05,4
Method3_ProbQ5,Q4,2013-05-31,67,1.0,0.9999999999999999,0.18398932007263066,0.05,6
Method3_ProbQ5,Q5,2013-05-31,69,1.0,1.0,0.12593726179737882,0.05,7
Method1_Raw,Q1,2013-06-30,69,0.9999999999999999,1.0,0.581398006838453,0.05,2
Method1_Raw,Q2,2013-06-30,67,1.0,1.0,0.26244433063665745,0.05,5
Method1_Raw,Q3,2013-06-30,68,1.0,0.9999999999999999,0.18451688015438716,0.04999999999999999,4
Method1_Raw,Q4,2013-06-30,68,1.0,0.9999999999999999,0.14473375480691933,0.05,6
Method1_Raw,Q5,2013-06-30,68,0.9999999999999999,1.0,0.12417294573836396,0.04999999999999999,9
Method2_PostMean,Q1,2013-06-30,69,1.0,1.0,0.5848338341615026,0.05,2
Method2_PostMean,Q2,2013-06-30,67,0.9999999999999998,1.0,0.26280875331835707,0.05,5
Method2_PostMean,Q3,2013-06-30,68,1.0,1.0000000000000002,0.19556185333550002,0.05000000000000001,4
Method2_PostMean,Q4,2013-06-30,67,1.0,1.0,0.1578992503058635,0.05,6
Method2_PostMean,Q5,2013-06-30,69,1.0,0.9999999999999999,0.12110416750009231,0.04999999999999999,9
Method3_ProbQ5,Q1,2013-06-30,68,1.0000000000000002,1.0,0.32278511093861784,0.05,4
Method3_ProbQ5,Q2,2013-06-30,68,1.0,0.9999999999999999,0.17457515764307457,0.04999999999999999,4
Method3_ProbQ5,Q3,2013-06-30,68,1.0,1.0,0.1896080266726108,0.05,4
Method3_ProbQ5,Q4,2013-06-30,67,0.9999999999999999,1.0,0.18542309763306483,0.05,6
Method3_ProbQ5,Q5,2013-06-30,69,0.9999999999999999,1.0,0.12091147225474312,0.05,9
Method1_Raw,Q1,2013-07-31,69,0.9999999999999999,1.0,0.5848195108400646,0.05,2
Method1_Raw,Q2,2013-07-31,67,1.0,0.9999999999999998,0.2652547610546295,0.04999999999999999,4
Method1_Raw,Q3,2013-07-31,68,1.0,0.9999999999999999,0.18461217241846653,0.04999999999999999,4
Method1_Raw,Q4,2013-07-31,68,1.0,1.0,0.15125151483762583,0.05000000000000001,4
Method1_Raw,Q5,2013-07-31,67,0.9999999999999999,1.0,0.12565040503065789,0.05,9
Method2_PostMean,Q1,2013-07-31,69,0.9999999999999999,1.0,0.5884178257369536,0.05,2
Method2_PostMean,Q2,2013-07-31,67,0.9999999999999999,0.9999999999999999,0.2655995065403828,0.04999999999999999,4
Method2_PostMean,Q3,2013-07-31,68,1.0,0.9999999999999999,0.19516501814850698,0.05,5
Method2_PostMean,Q4,2013-07-31,67,1.0,1.0,0.1658947238110646,0.05,6
Method2_PostMean,Q5,2013-07-31,68,0.9999999999999998,1.0000000000000002,0.1224301049130538,0.05000000000000001,9
Method3_ProbQ5,Q1,2013-07-31,68,0.9999999999999998,0.9999999999999998,0.32546769493059124,0.04999999999999999,4
Method3_ProbQ5,Q2,2013-07-31,68,0.9999999999999999,1.0,0.17694632878695588,0.05,4
Method3_ProbQ5,Q3,2013-07-31,68,1.0,0.9999999999999998,0.1901006739029585,0.04999999999999999,4
Method3_ProbQ5,Q4,2013-07-31,67,1.0,1.0,0.19454452818109713,0.05,6
Method3_ProbQ5,Q5,2013-07-31,68,0.9999999999999998,1.0,0.12224314589285733,0.05,9
Method1_Raw,Q1,2013-08-31,69,0.9999999999999999,1.0,0.5663006100106814,0.05,2
Method1_Raw,Q2,2013-08-31,67,1.0,1.0,0.27234780463377356,0.05,5
Method1_Raw,Q3,2013-08-31,69,1.0,0.9999999999999998,0.18654187129647604,0.04999999999999999,5
Method1_Raw,Q4,2013-08-31,68,0.9999999999999998,1.0,0.14497887758476644,0.05,4
Method1_Raw,Q5,2013-08-31,67,1.0,1.0,0.12672363407937656,0.05,9
Method2_PostMean,Q1,2013-08-31,69,0.9999999999999999,1.0,0.5696232862087657,0.05,2
Method2_PostMean,Q2,2013-08-31,67,1.0,0.9999999999999998,0.27270665826048807,0.04999999999999999,5
Method2_PostMean,Q3,2013-08-31,69,0.9999999999999998,1.0,0.19707866065733648,0.04999999999999999,4
Method2_PostMean,Q4,2013-08-31,67,0.9999999999999997,1.0000000000000002,0.15977386240512512,0.05000000000000002,6
Method2_PostMean,Q5,2013-08-31,68,1.0,1.0,0.12332989421351338,0.05,9
Method3_ProbQ5,Q1,2013-08-31,68,1.0,0.9999999999999999,0.30842784731262296,0.05,4
Method3_ProbQ5,Q2,2013-08-31,69,1.0,1.0,0.1787611312772249,0.05,5
Method3_ProbQ5,Q3,2013-08-31,68,1.0,0.9999999999999999,0.17066001462981353,0.05,6
Method3_ProbQ5,Q4,2013-08-31,67,0.9999999999999999,1.0,0.18773174986949778,0.05,6
Method3_ProbQ5,Q5,2013-08-31,68,1.0000000000000002,1.0,0.12307563238416855,0.05,9
Method1_Raw,Q1,2013-09-30,69,0.9999999999999999,1.0,0.5697800078283243,0.05,2
Method1_Raw,Q2,2013-09-30,67,1.0,0.9999999999999998,0.2732371450206334,0.04999999999999999,5
Method1_Raw,Q3,2013-09-30,69,1.0,0.9999999999999999,0.18276802920138854,0.05,5
Method1_Raw,Q4,2013-09-30,68,0.9999999999999999,1.0,0.1466065000163042,0.05000000000000001,7
Method1_Raw,Q5,2013-09-30,67,0.9999999999999999,1.0,0.12585984336839895,0.05,9
Method2_PostMean,Q1,2013-09-30,69,1.0,1.0,0.5731961778952274,0.05000000000000001,2
Method2_PostMean,Q2,2013-09-30,67,1.0,0.9999999999999999,0.27365883067173186,0.04999999999999999,5
Method2_PostMean,Q3,2013-09-30,69,1.0,0.9999999999999999,0.19272321552419625,0.04999999999999999,5
Method2_PostMean,Q4,2013-09-30,67,0.9999999999999999,1.0,0.16085428778509864,0.05000000000000001,6
Method2_PostMean,Q5,2013-09-30,68,1.0,1.0000000000000002,0.12260285439135445,0.05,9
Method3_ProbQ5,Q1,2013-09-30,68,0.9999999999999999,1.0,0.3049694051457326,0.05,4
Method3_ProbQ5,Q2,2013-09-30,69,0.9999999999999998,0.9999999999999999,0.17882003544862557,0.04999999999999999,4
Method3_ProbQ5,Q3,2013-09-30,68,1.0000000000000002,0.9999999999999999,0.15715771155283478,0.04999999999999999,4
Method3_ProbQ5,Q4,2013-09-30,67,1.0,1.0,0.1894854679787434,0.05,6
Method3_ProbQ5,Q5,2013-09-30,68,1.0000000000000002,1.0,0.12236935346399962,0.05,9
Method1_Raw,Q1,2013-10-31,69,1.0,1.0,0.5760701248852901,0.05,3
Method1_Raw,Q2,2013-10-31,67,0.9999999999999999,1.0,0.27159961359413104,0.05,5
Method1_Raw,Q3,2013-10-31,69,1.0,1.0,0.18052022011548144,0.05000000000000001,6
Method1_Raw,Q4,2013-10-31,68,1.0,1.0000000000000002,0.1553177990775832,0.05000000000000002,7
Method1_Raw,Q5,2013-10-31,67,1.0,0.9999999999999998,0.11785926927487748,0.04999999999999999,8
Method2_PostMean,Q1,2013-10-31,69,1.0,1.0,0.579906224277039,0.05000000000000001,3
Method2_PostMean,Q2,2013-10-31,67,0.9999999999999999,0.9999999999999999,0.27177905247387707,0.04999999999999999,5
Method2_PostMean,Q3,2013-10-31,69,1.0,0.9999999999999999,0.19148853359811085,0.04999999999999999,5
Method2_PostMean,Q4,2013-10-31,67,1.0,0.9999999999999998,0.1698917992208607,0.04999999999999999,6
Method2_PostMean,Q5,2013-10-31,68,0.9999999999999998,0.9999999999999998,0.1148379515079952,0.04999999999999999,8
Method3_ProbQ5,Q1,2013-10-31,68,1.0,0.9999999999999998,0.3129309608508667,0.04999999999999999,4
Method3_ProbQ5,Q2,2013-10-31,69,1.0,1.0,0.17526163481368393,0.05000000000000002,6
Method3_ProbQ5,Q3,2013-10-31,68,0.9999999999999999,1.0,0.15221741528588978,0.05,6
Method3_ProbQ5,Q4,2013-10-31,67,1.0,1.0000000000000002,0.2004969425840367,0.05000000000000001,6
Method3_ProbQ5,Q5,2013-10-31,68,0.9999999999999999,1.0,0.11459642360980551,0.05,8
Method1_Raw,Q1,2013-11-30,69,0.9999999999999999,0.9999999999999999,0.576575809571402,0.05,3
Method1_Raw,Q2,2013-11-30,67,0.9999999999999998,0.9999999999999999,0.2735021677811993,0.04999999999999999,5
Method1_Raw,Q3,2013-11-30,69,1.0,1.0,0.17518067487890493,0.05,6
Method1_Raw,Q4,2013-11-30,68,0.9999999999999999,1.0,0.1513005078573704,0.05000000000000001,7
Method1_Raw,Q5,2013-11-30,67,0.9999999999999999,1.0,0.11844557806203947,0.05,8
Method2_PostMean,Q1,2013-11-30,69,1.0000000000000002,1.0,0.5805125009325317,0.05000000000000001,3
Method2_PostMean,Q2,2013-11-30,67,0.9999999999999999,1.0,0.2735616677891157,0.05,5
Method2_PostMean,Q3,2013-11-30,69,1.0000000000000002,1.0,0.1858414691039457,0.05000000000000001,5
Method2_PostMean,Q4,2013-11-30,67,0.9999999999999998,1.0000000000000002,0.16699490952100488,0.05000000000000001,6
Method2_PostMean,Q5,2013-11-30,68,0.9999999999999998,0.9999999999999998,0.11518965807350445,0.04999999999999999,8
Method3_ProbQ5,Q1,2013-11-30,68,1.0,1.0,0.31408009983569507,0.05,4
Method3_ProbQ5,Q2,2013-11-30,69,1.0,1.0000000000000002,0.16629626393747685,0.05000000000000002,5
Method3_ProbQ5,Q3,2013-11-30,68,1.0,0.9999999999999998,0.16076956320052035,0.04999999999999999,5
Method3_ProbQ5,Q4,2013-11-30,67,0.9999999999999999,1.0,0.19644475735096495,0.05000000000000001,6
Method3_ProbQ5,Q5,2013-11-30,68,0.9999999999999999,1.0,0.11496664837523426,0.05,8
Method1_Raw,Q1,2013-12-31,69,0.9999999999999999,0.9999999999999999,0.5705318734629434,0.05,3
Method1_Raw,Q2,2013-12-31,67,1.0,0.9999999999999998,0.27166964070359156,0.04999999999999999,5
Method1_Raw,Q3,2013-12-31,69,1.0000000000000002,1.0,0.18713236403205144,0.05,6
Method1_Raw,Q4,2013-12-31,68,0.9999999999999999,1.0,0.15081543459488544,0.05,6
Method1_Raw,Q5,2013-12-31,68,0.9999999999999999,1.0,0.12089088122763822,0.05,8
Method2_PostMean,Q1,2013-12-31,69,0.9999999999999998,0.9999999999999998,0.5753121847918887,0.05,3
Method2_PostMean,Q2,2013-12-31,67,0.9999999999999999,1.0,0.2713867690654468,0.05000000000000001,5
Method2_PostMean,Q3,2013-12-31,69,0.9999999999999998,0.9999999999999999,0.19831869220979392,0.05,5
Method2_PostMean,Q4,2013-12-31,67,0.9999999999999999,1.0,0.16662271677121604,0.05,6
Method2_PostMean,Q5,2013-12-31,69,1.0,0.9999999999999999,0.11755910512555834,0.05,7
Method3_ProbQ5,Q1,2013-12-31,68,0.9999999999999999,1.0,0.3139866295266277,0.05,4
Method3_ProbQ5,Q2,2013-12-31,69,0.9999999999999999,1.0,0.17831311959404708,0.05,5
Method3_ProbQ5,Q3,2013-12-31,68,0.9999999999999998,1.0,0.1523776737822294,0.05,5
Method3_ProbQ5,Q4,2013-12-31,67,1.0,1.0,0.19571704216895427,0.05,6
Method3_ProbQ5,Q5,2013-12-31,69,1.0,1.0,0.11737301396876429,0.05000000000000001,7
Method1_Raw,Q1,2014-01-31,71,0.9999999999999999,1.0,0.5830059668826808,0.05,2
Method1_Raw,Q2,2014-01-31,70,1.0,0.9999999999999998,0.26242367809142064,0.04999999999999999,5
Method1_Raw,Q3,2014-01-31,69,1.0,0.9999999999999998,0.1718141701948716,0.04999999999999999,5
Method1_Raw,Q4,2014-01-31,73,0.9999999999999998,1.0,0.21269183615161236,0.05,3
Method1_Raw,Q5,2014-01-31,70,1.0,1.0,0.13085592460166445,0.05000000000000002,7
Method2_PostMean,Q1,2014-01-31,71,0.9999999999999999,1.0,0.5877479902030408,0.05,2
Method2_PostMean,Q2,2014-01-31,70,1.0,0.9999999999999999,0.2621946621302329,0.04999999999999999,5
Method2_PostMean,Q3,2014-01-31,70,1.0,0.9999999999999999,0.17561068363111823,0.05,5
Method2_PostMean,Q4,2014-01-31,71,0.9999999999999999,0.9999999999999999,0.15973963189148202,0.05,6
Method2_PostMean,Q5,2014-01-31,71,1.0,1.0,0.11858995902451216,0.05000000000000002,7
Method3_ProbQ5,Q1,2014-01-31,70,0.9999999999999998,1.0,0.285988702706748,0.05,4
Method3_ProbQ5,Q2,2014-01-31,71,0.9999999999999999,1.0,0.20640227494825325,0.05000000000000001,6
Method3_ProbQ5,Q3,2014-01-31,69,1.0000000000000002,1.0,0.2012311673934177,0.05,3
Method3_ProbQ5,Q4,2014-01-31,73,1.0,1.0,0.2521795408972668,0.05,6
Method3_ProbQ5,Q5,2014-01-31,70,1.0,0.9999999999999999,0.12453715865628899,0.05,7
Method1_Raw,Q1,2014-02-28,71,0.9999999999999999,1.0,0.5810252422358612,0.05,2
Method1_Raw,Q2,2014-02-28,70,0.9999999999999999,0.9999999999999998,0.2526374689332738,0.04999999999999998,5
Method1_Raw,Q3,2014-02-28,69,1.0,0.9999999999999998,0.16380811442168552,0.04999999999999999,5
Method1_Raw,Q4,2014-02-28,73,1.0,1.0,0.1985088631327741,0.05,3
Method1_Raw,Q5,2014-02-28,70,1.0,1.0,0.14139555339177814,0.05,7
Method2_PostMean,Q1,2014-02-28,71,0.9999999999999999,1.0,0.5854479496719689,0.05,2
Method2_PostMean,Q2,2014-02-28,70,0.9999999999999998,1.0000000000000002,0.2521184049319629,0.05,5
Method2_PostMean,Q3,2014-02-28,70,1.0,1.0,0.1571599990440025,0.05,4
Method2_PostMean,Q4,2014-02-28,71,0.9999999999999998,0.9999999999999998,0.15816674789856083,0.04999999999999999,5
Method2_PostMean,Q5,2014-02-28,71,1.0,0.9999999999999999,0.12911489608513585,0.05,6
Method3_ProbQ5,Q1,2014-02-28,70,0.9999999999999999,1.0,0.28977631298530243,0.05,4
Method3_ProbQ5,Q2,2014-02-28,71,1.0,0.9999999999999997,0.18543865423390551,0.04999999999999999,6
Method3_ProbQ5,Q3,2014-02-28,69,0.9999999999999998,0.9999999999999999,0.20665432951004092,0.05,3
Method3_ProbQ5,Q4,2014-02-28,73,1.0,1.0,0.23806358341182882,0.05,5
Method3_ProbQ5,Q5,2014-02-28,70,1.0,1.0,0.13474914175218133,0.05,7
Method1_Raw,Q1,2014-03-31,71,0.9999999999999994,0.9999999999999998,0.5672705452906118,0.04999999999999999,2
Method1_Raw,Q2,2014-03-31,70,1.0,1.0,0.2458422724432644,0.05,5
Method1_Raw,Q3,2014-03-31,70,1.0,1.0,0.16462816735547348,0.04999999999999999,5
Method1_Raw,Q4,2014-03-31,73,1.0000000000000002,1.0000000000000002,0.19688911801424275,0.05000000000000001,6
Method1_Raw,Q5,2014-03-31,70,1.0,0.9999999999999999,0.1549530552739688,0.05,6
Method2_PostMean,Q1,2014-03-31,71,0.9999999999999997,1.0,0.5714488557033109,0.05,2
Method2_PostMean,Q2,2014-03-31,70,0.9999999999999999,0.9999999999999998,0.24575613537046126,0.04999999999999999,5
Method2_PostMean,Q3,2014-03-31,71,0.9999999999999999,0.9999999999999998,0.15570710502895999,0.04999999999999999,5
Method2_PostMean,Q4,2014-03-31,71,0.9999999999999998,0.9999999999999998,0.1574808518526183,0.04999999999999999,5
Method2_PostMean,Q5,2014-03-31,71,0.9999999999999998,1.0,0.14228975952267556,0.05000000000000001,6
Method3_ProbQ5,Q1,2014-03-31,70,1.0,1.0,0.2797145418677321,0.05,4
Method3_ProbQ5,Q2,2014-03-31,72,0.9999999999999999,1.0,0.18152468148701129,0.05,5
Method3_ProbQ5,Q3,2014-03-31,69,1.0,1.0,0.19704480544405895,0.05,3
Method3_ProbQ5,Q4,2014-03-31,73,1.0,1.0,0.23195529882790714,0.05,5
Method3_ProbQ5,Q5,2014-03-31,70,1.0,1.0000000000000002,0.14830180069750706,0.05000000000000001,6
Method1_Raw,Q1,2014-04-30,71,1.0,1.0000000000000002,0.5703823113952663,0.05000000000000001,2
Method1_Raw,Q2,2014-04-30,68,1.0,1.0,0.24602739509370689,0.05,5
Method1_Raw,Q3,2014-04-30,70,1.0000000000000002,0.9999999999999999,0.16283822349408375,0.04999999999999999,5
Method1_Raw,Q4,2014-04-30,73,0.9999999999999999,1.0,0.19711009692185325,0.05,4
Method1_Raw,Q5,2014-04-30,70,1.0000000000000002,1.0,0.14909537909351253,0.05,8
Method2_PostMean,Q1,2014-04-30,71,1.0000000000000002,1.0,0.5738273697020276,0.05,2
Method2_PostMean,Q2,2014-04-30,68,1.0,1.0,0.24597362500631917,0.05,5
Method2_PostMean,Q3,2014-04-30,71,1.0,0.9999999999999998,0.15055979371202288,0.04999999999999999,5
Method2_PostMean,Q4,2014-04-30,71,1.0,1.0,0.15320080677594622,0.05,4
Method2_PostMean,Q5,2014-04-30,71,1.0,0.9999999999999999,0.1366785961489301,0.05,6
Method3_ProbQ5,Q1,2014-04-30,70,0.9999999999999999,0.9999999999999999,0.2848622964929942,0.04999999999999999,4
Method3_ProbQ5,Q2,2014-04-30,70,1.0,0.9999999999999999,0.1783155927184101,0.04999999999999999,5
Method3_ProbQ5,Q3,2014-04-30,69,1.0000000000000002,0.9999999999999999,0.18852048100991417,0.05,3
Method3_ProbQ5,Q4,2014-04-30,73,1.0,0.9999999999999998,0.23524395222089928,0.04999999999999999,5
Method3_ProbQ5,Q5,2014-04-30,70,1.0000000000000002,1.0000000000000002,0.1424494413340568,0.05000000000000001,6
Method1_Raw,Q1,2014-05-31,71,0.9999999999999998,0.9999999999999999,0.5567470040388572,0.04999999999999999,2
Method1_Raw,Q2,2014-05-31,68,1.0,0.9999999999999998,0.23803920929387873,0.04999999999999999,6
Method1_Raw,Q3,2014-05-31,70,0.9999999999999999,1.0,0.1595082499602809,0.05,5
Method1_Raw,Q4,2014-05-31,73,0.9999999999999999,1.0,0.2036222463679882,0.05,4
Method1_Raw,Q5,2014-05-31,70,1.0,0.9999999999999997,0.14384874800198963,0.04999999999999999,7
Method2_PostMean,Q1,2014-05-31,71,0.9999999999999999,0.9999999999999998,0.5605906703738904,0.04999999999999999,2
Method2_PostMean,Q2,2014-05-31,68,1.0,0.9999999999999998,0.23780780689548034,0.04999999999999999,6
Method2_PostMean,Q3,2014-05-31,71,1.0,1.0,0.14810091537790598,0.05,5
