PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
LongShort,CAPM,0.13122276569330416,0.10224045938244755,0.050168761922781004,0.002316384502428326,0.016757246362989697,0.019483601189089095,3.0880728575659915,2.4133258817432752,2.3561587155812624,-0.02898230631085657,-0.08105400377052313,0.6298175807436155,0.09015510311917918,-0.48237462311549717,-1.6989074289749304
LongShort,FF3,0.12246440612067994,0.09409327561144477,0.04372171976552157,0.0005133765829115067,0.005803385843304865,0.010723563766002142,3.5349925789820955,2.7906147957686267,2.577305694413075,-0.028371130509227613,-0.07874268635515295,0.5583669521719758,0.04246309892043665,-0.58579168531996,-2.0358783656938746
LongShort,FF3+MOM,0.07544400322630161,0.057190263222738694,0.016522672974794282,0.036771352158848414,0.10539701138618707,0.43517838234665307,2.103365604734622,1.6271125469404877,0.782043025581161,-0.018253740003583777,-0.058921330251520805,0.7171223638960791,0.15866522672743,-0.3625814676160407,-1.4123950326441748
LongShort,FF5,0.11023756014606412,0.08262794947785429,0.03667417710906375,0.0006337520374939398,0.005187707394478602,0.048276754389952936,3.4758538632322282,2.8286176768484075,1.9880164620375402,-0.027609610668202857,-0.07356338303699844,0.5215141981862086,0.04553349259143902,-0.6416213602814397,-2.006432285199443
LongShort,FF5+MOM,0.0784459863869951,0.06083545026961244,0.015616893473221205,0.016999333963351404,0.052734911007625396,0.47023121426825365,2.408507659700998,1.9496044133632022,0.7235903296831644,-0.017610536117379325,-0.0628290929137526,0.6957245134450358,0.10851050781035698,-0.39140322723264404,-1.6088111796569098
Q5,CAPM,0.05209440784632065,0.044054606468642996,0.049708999945339984,0.005087249088070678,0.007419775595984834,0.0041801764275311015,2.8344278012605892,2.7064601456997965,2.899314324809361,-0.008039801377677593,-0.0023854079009806087,0.7431706787957042,0.9243426473071792,-0.3278962695966183,-0.09502803655166604
Q5,FF3,0.04853600565628109,0.04089183144562651,0.04645866547371368,0.003453658437690299,0.009005005169945957,0.003651227183662842,2.9617574179957007,2.6392984822079386,2.943775437096675,-0.007644174210671269,-0.0020773401825838825,0.7338859246636775,0.9270433890994998,-0.34021324940106185,-0.09162675436681725
Q5,FF3+MOM,0.031134293291292775,0.028304525392506618,0.03185983027729093,0.06909400182972347,0.08370651899863879,0.05602154925588598,1.828325357957073,1.7388520974872745,1.922823904171623,-0.002829767898774274,0.0007255369860092453,0.9042738723377763,0.975609037234519,-0.1203457696620913,0.03059476451694114
Q5,FF5,0.044946508375076175,0.03696748657862746,0.042763577755725465,0.007613835491230292,0.020389026699006108,0.009260379053106949,2.6981654231042507,2.339156674168595,2.629741684205171,-0.007979021796471225,-0.002182930619372782,0.7275679658133973,0.9251167840701198,-0.34862515138637806,-0.09405414399782819
Q5,FF5+MOM,0.028228208033007587,0.02436814907705975,0.028325137381062786,0.08673821565913009,0.11684209515628319,0.07907332089909813,1.7220148018122299,1.5755324944002578,1.7658333251404692,-0.0038600589559451212,9.692934805693998e-05,0.8638457835663598,0.9966239066941169,-0.17160004471191714,0.004234178108021829
