PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_PostMean minus Method1_Raw,-0.028131504704265807,-0.0023442920586888173,-0.4924940529148995,0.6226545491257887
LongShort,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.08465966052150867,-0.007054971710125722,-1.8334301488936886,0.06752065426493759
LongShort,FF3,Method2_PostMean minus Method1_Raw,-0.02779619089920683,-0.002316349241600569,-0.6133810245286968,0.5399952956877412
LongShort,FF3,Method3_ProbQ5 minus Method1_Raw,-0.08183662559014386,-0.006819718799178655,-2.2203406059882216,0.026991240529718796
LongShort,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.015338753106051905,-0.0012782294255043254,-0.3095619812474384,0.7570664698129044
LongShort,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-0.061120485684174594,-0.00509337380701455,-1.4689667851184693,0.14268240030931545
LongShort,FF5,Method2_PostMean minus Method1_Raw,-0.027572600217566905,-0.002297716684797242,-0.6871724952072928,0.49240220307080684
LongShort,FF5,Method3_ProbQ5 minus Method1_Raw,-0.07804654461537704,-0.006503878717948087,-2.1912141414448714,0.02905593371047477
LongShort,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.014969823607272822,-0.0012474853006060685,-0.34243028349846794,0.7322215391995011
LongShort,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.0656270306800747,-0.005468919223339558,-1.6714764913384341,0.09547307653615245
