PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_PostMean minus Method1_Raw,-0.006735866122078528,-0.0005613221768398773,-0.2826843557246392,0.7775727247965074
Q5,CAPM,Method3_ProbQ5 minus Method1_Raw,-0.0019968022089843357,-0.00016640018408202797,-0.08057031523266096,0.9358260902842284
Q5,FF3,Method2_PostMean minus Method1_Raw,-0.006522171454053753,-0.0005435142878378128,-0.30363264187720235,0.761575724538762
Q5,FF3,Method3_ProbQ5 minus Method1_Raw,-0.0018424877502709533,-0.00015354064585591277,-0.08264623300518247,0.9341768171198583
Q5,FF3+MOM,Method2_PostMean minus Method1_Raw,-0.003540030055159009,-0.00029500250459658407,-0.14296179917722243,0.8863973401836469
Q5,FF3+MOM,Method3_ProbQ5 minus Method1_Raw,-4.856709097141726e-05,-4.047257580951438e-06,-0.0018875897309671339,0.9984949285921827
Q5,FF5,Method2_PostMean minus Method1_Raw,-0.006843566529039509,-0.0005702972107532924,-0.30164722011313166,0.7630895624355842
Q5,FF5,Method3_ProbQ5 minus Method1_Raw,-0.0020647402802009968,-0.00017206169001674973,-0.08749188444762002,0.9303276128037168
Q5,FF5+MOM,Method2_PostMean minus Method1_Raw,-0.004080681144579053,-0.0003400567620482544,-0.16746279845589773,0.8670974055971075
Q5,FF5+MOM,Method3_ProbQ5 minus Method1_Raw,-0.0005407217269279702,-4.506014391066418e-05,-0.02127762718757355,0.9830356604290929
