Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.06494022671148666,0.17022365442900306,0.38149942749920196,-0.36922853880227186
Method1_Raw,Q2,0.04414470470595782,0.16842219525113744,0.2621074059753991,-0.42574393425728024
Method1_Raw,Q3,0.06337755382581979,0.12996785720499013,0.48764021496375337,-0.3512452427920938
Method1_Raw,Q4,0.08262604723205322,0.1373488755515663,0.601577893522922,-0.3151427360704918
Method1_Raw,Q5,0.08866479750018795,0.12688393978777437,0.6987866048964776,-0.25202728470065144
Method2_PostMean,Q1,0.06355676043425634,0.16238065280351144,0.3914059916433711,-0.3651613498042363
Method2_PostMean,Q2,0.043504620921289844,0.1743594239484676,0.24951115308885027,-0.4595086545675455
Method2_PostMean,Q3,0.07364699062097531,0.13585010842189732,0.5421194835727076,-0.2970083700624122
Method2_PostMean,Q4,0.05596919829574322,0.13728569495822376,0.4076841240653276,-0.32153343611765506
Method2_PostMean,Q5,0.09743973776290069,0.12874774379760856,0.7568267597455994,-0.23763534037434295
Method3_ProbQ5,Q1,0.09040495713306282,0.13417343422661523,0.6737917804233239,-0.2584754793867384
Method3_ProbQ5,Q2,0.05438069005439629,0.1377607024438625,0.3947474794312727,-0.29748262715425544
Method3_ProbQ5,Q3,0.03484149831978644,0.14752830846088344,0.23616822210785754,-0.3833261952561076
Method3_ProbQ5,Q4,0.08619531018173437,0.16479001204656937,0.523061495725698,-0.4564861370201205
Method3_ProbQ5,Q5,0.08020674982953563,0.12858116915739615,0.623783018579918,-0.26519871893585506
Method4_ProbMedian,Q1,0.08805171411078054,0.15094240412107301,0.5833464401438381,-0.334701788466507
Method4_ProbMedian,Q2,0.05295330087825259,0.13640768339036877,0.38819881374799026,-0.2632452075632851
Method4_ProbMedian,Q3,0.06999109962304512,0.1497177928272659,0.4674868517718267,-0.37141574244444164
Method4_ProbMedian,Q4,0.07436038647561992,0.13820547613538695,0.5380422582009415,-0.2662710527623961
Method4_ProbMedian,Q5,0.07263361291200093,0.1330509304795993,0.5459083423932751,-0.2651987189358552
