Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.3737973084862978,-0.5767616245727885,0.0022742668718963,0.958924919903016,0.153863723090073,46.67,1,Q1,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.3597836989106903,0.397367546791936,0.6484009645581922,0.0486617721089314,0.1693402362974249,5195.33,5,Q5,5,Q5,5,Q5,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.1479158255206865,-1.3559194543484516,1.3973711670065006e-07,0.9999916861896404,0.1008644706241507,244254.6,1,Q1,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.0643213778662859,-0.1637294321416421,0.0430009436284688,0.6324024785581847,0.149323953856049,5221.41,1,Q1,1,Q1,1,Q1,1,Q1
ADDTb.ST,2010,0.4013059207623751,0.3869286836861524,0.3912597300499629,0.6914176073810607,0.0038620986092563,0.0576206627662323,1193.13,5,Q5,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,0.0138166308021447,-0.206760231346716,0.1328116422529156,0.5582459680422678,0.3029622104533748,4536.01,1,Q1,2,Q2,1,Q1,1,Q1
AFGA.OL,2010,0.3347653090225401,0.3157969374013423,0.3174963770492784,0.4417217392947796,0.018987592723006,0.0786445860689503,2107.01,4,Q4,5,Q5,4,Q4,,
AFK.OL,2010,0.056797323631971,0.0782173251832729,-0.0167023990053438,0.1835919657580255,0.3797002724864385,0.2146174259902784,2736.16,2,Q2,2,Q2,2,Q2,,
AFRY.ST,2010,0.2271955287605978,0.2158153906203535,0.2068942031730998,0.2141966940310574,0.0626610668038373,0.088469634476213,2566.5,4,Q4,4,Q4,4,Q4,,
AGATE.CO,2010,0.0901279155578415,0.1004514124456029,0.0073921629222442,0.2239866737312462,0.3498857490549558,0.2397181706847722,726.11,2,Q2,2,Q2,2,Q2,,
AGFEb.CO,2010,-0.8359167404783003,-0.3535109582789581,-0.9373690603304472,0.0023521231909233,0.9740735854313488,0.2876837514086129,248.02,1,Q1,1,Q1,1,Q1,1,Q1
AKAST.OL,2010,0.3014359311629946,0.2772499587691688,0.275478725919805,0.3793962936455737,0.0460550571319597,0.1019555093019951,4308.16,4,Q4,4,Q4,4,Q4,,
AKVA.OL,2010,-0.1317019950124689,-0.1198981374256465,-0.1412680912415968,0.0024662400458894,0.8207257746756835,0.055211441592982,344.46,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4141614790735074,0.4250787807947695,0.7388970267334715,0.006536455104709,0.0795234773647992,33806.22,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2341565713244731,0.2238459047499358,0.321071641533265,0.0972230821371476,0.1368643589282804,4193.19,4,Q4,4,Q4,4,Q4,,
AMBUb.CO,2010,0.296143174760671,0.2796675649591822,0.277944105117485,0.3340894224595449,0.0285544098544129,0.0815603289737617,1268.2,4,Q4,4,Q4,4,Q4,,
ANODb.ST,2010,0.1014981890023048,0.1045836480479559,0.0560739351036316,0.1567941510952097,0.2757265623088272,0.1479790737337817,435.05,3,Q3,3,Q3,2,Q2,,
ANOT.ST,2010,-0.0553134162770425,0.0302265529248226,-0.1557143982938636,0.1496366234715198,0.5139625552430395,0.2881786710308343,407.83,1,Q1,2,Q2,1,Q1,1,Q1
