Year,CompanyName,Industry,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Navamedic ASA,Pharmaceuticals,1.06,0.98,1.39,0.0,0.05,15.38,0.0,-0.0884265279583875
2005,Navamedic ASA,Pharmaceuticals,4.43,2.37,2.56,0.0,0.0,43.19,0.0,-0.01157675387821256
2006,Navamedic ASA,Pharmaceuticals,0.39,0.33,4.66,0.0,0.0,45.93,0.0,-0.10015240583496626
2007,Navamedic ASA,Pharmaceuticals,11.59,6.36,2.85,0.0,0.38,110.59,0.0,0.018084817795460707
2008,Navamedic ASA,Pharmaceuticals,46.11,25.32,4.9,0.0,0.0,110.24,0.0,0.1441400580551524
2009,Navamedic ASA,Pharmaceuticals,52.59,31.96,12.31,0.0,0.0,111.78,0.0,0.07443191984254788
2010,Navamedic ASA,Pharmaceuticals,55.09,32.99,30.65,0.0,0.0,100.21,0.0,-0.0853208262648438
2011,Navamedic ASA,Pharmaceuticals,71.3,42.03,16.74,0.0,0.24,93.24,0.0,0.1318103818103818
2012,Navamedic ASA,Pharmaceuticals,88.68,51.17,35.41,0.0,0.49,97.12,0.0,0.016577429983525623
2013,Navamedic ASA,Pharmaceuticals,151.77,104.45,41.31,0.0,0.6,104.74,0.0,0.05165170899369874
2014,Navamedic ASA,Pharmaceuticals,223.07,168.81,38.53,0.0,0.46,106.69,0.0,0.14312494141906448
2015,Navamedic ASA,Pharmaceuticals,248.35,187.45,52.06999999999999,0.0,0.39,118.28,0.0,0.07135610415962133
2016,Navamedic ASA,Pharmaceuticals,274.3,204.26,62.01,0.0,1.01,105.73,0.0,0.06639553579873284
2017,Navamedic ASA,Pharmaceuticals,257.92,187.65,63.26,0.0,2.08,96.7,0.0,0.05098241985522246
2018,Navamedic ASA,Pharmaceuticals,183.92,123.11,52.28,0.0,1.14,99.32,0.0,0.07440596053161486
2019,Navamedic ASA,Pharmaceuticals,188.75,131.15,64.06,0.0,1.78,79.23,0.0,-0.10400100971854104
2020,Navamedic ASA,Pharmaceuticals,209.88,139.54,71.6,0.0,2.7,129.49,0.0,-0.030581512085875288
2021,Navamedic ASA,Pharmaceuticals,278.44,166.7,93.58,0.0,2.5,151.24,0.0,0.10354403596932035
2022,Navamedic ASA,Pharmaceuticals,382.14,218.62,111.84,0.0,0.61,209.72,0.0,0.24351516307457552
2023,Navamedic ASA,Pharmaceuticals,512.0,312.94,163.55,0.0,7.77,205.4,0.0,0.13505355404089578
2024,Navamedic ASA,Pharmaceuticals,531.44,322.56,162.32999999999998,0.0,10.01,216.67,0.0,0.1686435593298568
