Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2009,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,185.69,144.56,41.77,0.0,21.34,-198.25,0.0,0.11087011349306435
2010,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,511.67,550.83,72.28999999999999,0.0,28.76,-424.99,0.0,0.3299136450269418
2011,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,1323.28,588.14,671.54,0.0,38.04,132.57,52.5,0.13810990436051238
2012,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,2197.19,895.14,431.25,0.0,20.16,-26.06,50.65,34.59292395282636
2013,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,2640.55,943.47,539.0699999999999,0.0,32.21,5853.97,59.03,0.1903940470150516
2014,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,4712.66,1312.8,637.0500000000001,0.0,65.47,8005.46,71.42,0.33395816206257856
2015,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,6235.32,1183.98,940.32,0.0,135.81,10263.27,85.65,0.38411834278359486
2016,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,4252.39,838.03,1066.82,0.0,231.5,9589.95,60.83,0.2192610338231729
2017,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,4064.7,1292.09,1167.19,0.0,388.33,8783.59,27.02,0.13813912998078448
2018,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,4247.38,1797.91,1057.73,0.0,410.33,8493.08,4.16,0.11549750271852982
2019,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,7189.82,2374.86,1191.94,0.0,448.75,10334.92,0.0,0.30714025846353904
2020,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,7639.1,2455.86,1148.4499999999998,0.0,329.46,10735.84,0.0,0.34513647744377707
2021,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,10669.05,6698.72,1112.43,0.0,275.57,12083.34,121.86,0.21157621341723187
2022,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,14969.56,9516.83,1196.4,0.0,238.43,14466.81,1174.19,0.25688255226647916
2023,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,31098.44,21697.8,1476.75,0.0,213.2,14895.69,1180.2,0.47964311773718277
2024,BW LPG Ltd,Oil & Gas Related Equipment and Services,Energy,38288.14,29811.08,1662.99,0.0,165.19,20515.44,1505.53,0.30193402016350773
