Year,CompanyName,Industry,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2016,Elmera Group ASA,Electric Utilities & IPPs,3925.01,3144.54,373.87,5.05,0.47,604.65,0.0,0.6800297692880183
2017,Elmera Group ASA,Electric Utilities & IPPs,4452.51,3540.52,589.56,3.12,0.17,716.3,0.0,0.4542510121457494
2018,Elmera Group ASA,Electric Utilities & IPPs,6720.95,5623.53,699.27,4.6,4.93,871.04,0.0,0.45671840558412946
2019,Elmera Group ASA,Electric Utilities & IPPs,7122.53,5827.39,726.4000000000001,18.7,6.96,1003.22,0.0,0.5786168537309856
2020,Elmera Group ASA,Electric Utilities & IPPs,4148.88,2320.64,950.38,15.63,11.98,1944.05,0.0,0.45343998353951814
2021,Elmera Group ASA,Electric Utilities & IPPs,15075.45,13357.15,897.64,1.94,66.46,1780.48,0.0,0.42468323148813863
2022,Elmera Group ASA,Electric Utilities & IPPs,25521.51,23823.52,995.98,19.12,156.88,1240.13,0.0,0.45499262174126737
2023,Elmera Group ASA,Electric Utilities & IPPs,18920.6,17192.53,996.9,15.67,148.27,1362.9,121.18,0.40332731389143417
2024,Elmera Group ASA,Electric Utilities & IPPs,12229.49,10452.58,973.22,16.62,156.77,1496.32,124.61,0.4093575910125668
