Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,26.88,9.81,1.88,0.0,1.4,0.47,0.0,29.340425531914896
2016,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,31.57,10.61,1.56,0.0,2.55,1.2,0.0,14.041666666666668
2017,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,39.15,10.43,0.23,0.0,5.5200000000000005,116.48,0.0,0.19720123626373626
2018,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,54.22,14.05,1.12,0.0,3.49,212.55,0.0,0.16730181133850858
2019,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,66.67,17.9,2.16,0.0,2.09,533.89,0.0,0.08338796381277042
2020,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,145.1,108.22,107.67,8.04,3.54,575.45,0.0,-0.11519680250238944
2021,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,159.5,105.12,152.85000000000002,19.75,7.42,1073.13,0.0,-0.08026986478804993
2022,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,116.74,69.92,176.1,18.95,14.82,968.71,0.0,-0.1291924311713516
2023,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,153.14,89.34,184.32,20.71,9.510000000000002,976.56,0.0,-0.11194396657655445
2024,SEDANA.ST,Sedana Medical AB (publ),Healthcare Equipment & Supplies,Health Care,181.79,107.02,186.13,20.64,0.19,985.15,0.0,-0.09228036339643711
