Year,CompanyName,Industry,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2019,Nykode Therapeutics ASA,Biotechnology & Medical Research,0.0,0.0,152.89,60.98,0.04,242.56,0.0,-0.3790814643799472
2020,Nykode Therapeutics ASA,Biotechnology & Medical Research,2023.33,0.0,447.74,100.01,0.08,1534.16,0.0,1.0921416279918652
2021,Nykode Therapeutics ASA,Biotechnology & Medical Research,291.9,0.0,502.5,140.09,0.57,1708.98,0.0,-0.041592060761389826
2022,Nykode Therapeutics ASA,Biotechnology & Medical Research,68.87,0.0,729.4200000000001,257.23,1.99,1538.23,0.0,-0.26349115541889057
2023,Nykode Therapeutics ASA,Biotechnology & Medical Research,136.13,0.0,862.3199999999999,309.77,2.28,1735.73,0.0,-0.24122415352618204
2024,Nykode Therapeutics ASA,Biotechnology & Medical Research,93.25,0.0,853.46,426.53,1.92,1548.17,0.0,-0.21677205991590076
