Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,231.74,104.82,86.89,0.0,0.04,101.89,0.0,0.39248208852684285
2005,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,293.32,146.28,94.46,0.0,0.01,160.11,0.0,0.3283367684716757
2006,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,262.7,135.7,71.4,0.0,0.0,202.3,0.0,0.2748393475037073
2007,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,271.94,143.08,116.37,0.0,0.03,214.2,0.0,0.058169934640522794
2008,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,319.3,151.5,89.2,0.0,0.0,237.4,0.0,0.3310867733782646
2009,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,414.05,190.29,132.2,0.0,0.44,243.34,0.0,0.3744554943700174
2010,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,856.32,429.32,171.16,0.0,0.0,339.28,0.0,0.7540674369252537
2011,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,779.04,416.61,192.13,0.0,2.24,280.76,0.0,0.5985895426698958
2012,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,766.51,379.26,230.26,0.0,2.27,366.19,0.0,0.4225129031377154
2013,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,731.13,369.39,253.53,119.05,0.02,432.19,0.0,0.5257872694879566
2014,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,1053.24,534.03,348.2,206.8,0.21,636.03,0.0,0.5936826879235257
2015,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,1556.69,785.43,421.24,264.43,1.17,993.64,0.0,0.6172054265126203
2016,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,1659.91,878.7,603.37,354.64,0.0,1010.09,0.0,0.527160946054312
2017,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,1950.74,1029.23,728.83,443.84,0.0,1025.49,0.0,0.6206983978390818
2018,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,2207.19,1108.03,848.63,518.03,0.0,1913.9,0.0,0.40156748001462983
2019,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,2537.32,1246.17,1002.51,646.54,7.34,2038.39,0.0,0.4551827667914383
2020,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,3813.43,1800.05,1290.84,916.96,6.1,3452.54,0.0,0.473100963348723
2021,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,5247.29,2439.92,1735.46,1246.62,2.64,4035.31,0.0,0.5739063417680426
2022,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,7462.42,3265.96,2220.51,1380.1,6.21,5716.69,0.0,0.5859754508290637
2023,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,5728.01,2734.46,2476.2,1679.12,7.98,6102.11,0.0,0.3586447966359178
2024,Nordic Semiconductor ASA,Semiconductors & Semiconductor Equipment,Information Technology,5494.53,2894.87,2655.87,1791.28,77.77,6475.79,0.0,0.2559224434393333
