Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2007,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,4.34,0.46,1.29,0.0,4.77,371.51,-0.01,-0.005868102288021534
2008,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,51.39,10.65,6.08,0.0,30.64,444.75,0.0,0.009038785834738624
2009,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,55.25,9.58,7.17,0.0,32.01,332.47,0.0,0.019520558245856773
2010,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,52.2,11.65,6.75,0.0,30.08,317.29,0.03,0.011723181646287679
2011,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,52.98,14.98,5.5,0.0,5.98,273.13,0.02,0.0970895112575508
2012,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,44.09,12.97,5.3,0.0,0.0,243.66,0.08,0.10593255107901864
2013,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,42.66,7.27,7.93,0.0,44.66,303.63,0.01,-0.05664602819127913
2014,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,46.36,6.24,10.0,0.0,40.32,351.32,0.05,-0.029029228448643887
2015,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,49.41,6.53,9.3,0.0,42.66,418.67,0.36,-0.021669092905042594
2016,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,51.34,8.87,9.75,0.0,67.78,477.57,0.78,-0.07329361346294554
2017,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,47.6,9.1,12.27,0.0,20.68,614.1,1.4,0.009017059301380992
2018,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,55.95,14.99,11.41,0.0,16.36,630.14,1.54,0.020880825734549142
2019,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,63.71,14.66,11.22,0.0,17.86,653.66,1.62,0.03047552191429618
2020,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,63.77,16.82,13.61,0.0,26.34,629.42,1.41,0.0110964919233391
2021,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,50.74,12.2,12.67,0.0,12.82,635.56,1.51,0.020484405167407044
2022,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,47.06,15.4,15.83,0.0,6.3,640.34,1.4,0.014850250880418869
2023,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,51.73,17.84,15.65,0.0,33.2,644.31,1.16,-0.02317690984863743
2024,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,54.59,16.53,16.580000000000002,0.0,44.2,741.18,1.34,-0.03059850239724183
