Year,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2021,317.28,223.42,311.4,4.13,13.81,388.3,0.0,-0.5851661086788565
2022,206.96,156.13,464.12,16.4,22.41,60.24,0.0,-6.960491367861886
2023,329.53,141.62,426.04,13.7,24.24,238.96,0.0,-1.0406344158018082
2024,360.29,175.44,409.36,7.99,2.43,859.62,0.0,-0.2547055675763709
